arnie morton's of chicago;435 s. la cienega blv.;los angeles;?;?;0
arnie morton's of chicago;435 s. la cienega blvd.;?;?;steakhouses;0
?;12224 ventura blvd.;?;?;?;?
art's deli;?;studio city;?;?;?
hotel bel-air;?;bel air;310/472-1211;?;2
bel-air hotel;701 stone canyon rd.;bel air;?;?;?
cafe bizou;?;sherman oaks;818/788-3536;?;3
?;?;sherman oaks;?;french bistro;3
?;624 s. la brea ave.;los angeles;?;?;?
campanile;624 s. la brea ave.;?;?;?;4
chinois on main;?;santa monica;?;?;5
?;2709 main st.;?;310-392-9025;?;5
citrus;6703 melrose ave.;los angeles;213/857-0034;?;6
?;?;los angeles;213-857-0034;californian;6
?;8358 sunset blvd. west;hollywood;213/848-6677;american;?
fenix at the argyle;?;?;?;?;7
granita;23725 w. malibu rd.;?;310/456-0488;californian;?
?;?;malibu;310-456-0488;?;?
grill on the alley;9560 dayton way;?;310/276-0615;american;9
grill  the;?;beverly hills;310-276-0615;?;9
restaurant katsu;1972 n. hillhurst ave.;?;213/665-1891;?;?
katsu;?;los feliz;213-665-1891;?;10
l'orangerie;903 n. la cienega blvd.;los angeles;310/652-9770;?;11
l'orangerie;903 n. la cienega blvd.;?;?;french (classic);11
le chardonnay;?;?;?;french;?
le chardonnay (los angeles);8284 melrose ave.;?;213-655-8880;french bistro;12
?;?;?;310/274-1893;italian;13
locanda veneta;8638 w. third st.;los angeles;310-274-1893;?;13
?;129 n. la cienega blvd.;beverly hills;?;asian;14
matsuhisa;129 n. la cienega blvd.;beverly hills;?;seafood;?
the palm;9001 santa monica blvd.;los angeles;310/550-8811;american;?
palm  the (los angeles);?;w. hollywood;310-550-8811;steakhouses;?
patina;?;?;?;californian;?
patina;?;los angeles;213-467-1108;californian;16
?;?;los angeles;213/628-3781;american;17
?;1001 n. alameda st.;chinatown;?;?;?
pinot bistro;12969 ventura blvd.;?;?;french;?
?;12969 ventura blvd.;studio city;?;french bistro;?
rex il ristorante;617 s. olive st.;los angeles;213/627-2300;italian;19
rex il ristorante;617 s. olive st.;los angeles;213-627-2300;?;19
spago;1114 horn ave.;los angeles;310/652-4025;californian;?
?;?;w. hollywood;310-652-4025;?;20
valentino;3115 pico blvd.;?;310/829-4313;?;?
?;?;?;?;italian;21
yujean kang's gourmet chinese cuisine;?;los angeles;?;?;?
yujean kang's;?;pasadena;818-585-0855;?;22
21 club;21 w. 52nd st.;new york;212/582-7200;american;23
21 club;?;new york city;212-582-7200;?;23
?;?;?;212/307-7311;continental;?
aquavit;13 w. 54th st.;new york city;212-307-7311;scandinavian;24
aureole;34 e. 61st st.;?;?;?;25
aureole;34 e. 61st st.;?;?;american (new);25
?;201 w. 83rd st.;new york;212/496-6031;?;?
cafe lalo;201 w. 83rd st.;?;?;coffeehouses;26
cafe des artistes;?;new york;?;continental;?
cafe des artistes;1 w. 67th st.;new york city;?;?;?
carmine's;2450 broadway  between 90th and 91st sts.;new york;212/362-2200;italian;28
?;?;?;212-362-2200;?;?
carnegie deli;?;new york;212/757-2245;?;?
carnegie deli;?;new york city;?;delis;29
?;?;?;212/966-6960;american;?
chanterelle;?;new york city;212-966-6960;french (new);30
daniel;20 e. 76th st.;new york;212/288-0033;french;?
daniel;20 e. 76th st.;new york city;?;french (new);31
dawat;210 e. 58th st.;new york;?;asian;32
dawat;210 e. 58th st.;?;212-355-7555;indian;32
