arnie morton's of chicago;435 s. la cienega blv.;?;?;american;?
arnie morton's of chicago;435 s. la cienega blvd.;los angeles;310-246-1501;steakhouses;0
?;?;studio city;818/762-1221;?;?
art's deli;12224 ventura blvd.;?;?;delis;1
hotel bel-air;?;?;310/472-1211;californian;?
bel-air hotel;701 stone canyon rd.;bel air;?;californian;?
cafe bizou;?;sherman oaks;?;french;3
cafe bizou;14016 ventura blvd.;sherman oaks;?;french bistro;3
campanile;624 s. la brea ave.;los angeles;213/938-1447;american;4
?;?;los angeles;213-938-1447;californian;?
?;?;santa monica;?;?;?
?;2709 main st.;?;310-392-9025;pacific new wave;?
?;?;los angeles;213/857-0034;?;6
?;?;los angeles;213-857-0034;?;6
fenix;?;?;213/848-6677;american;?
?;?;w. hollywood;?;french (new);7
granita;?;malibu;310/456-0488;?;?
granita;23725 w. malibu rd.;?;310-456-0488;californian;?
?;?;los angeles;?;american;9
grill  the;?;beverly hills;310-276-0615;?;?
restaurant katsu;?;los angeles;213/665-1891;asian;10
katsu;1972 hillhurst ave.;?;213-665-1891;japanese;?
?;903 n. la cienega blvd.;?;?;?;11
l'orangerie;?;?;310-652-9770;?;?
le chardonnay;8284 melrose ave.;?;?;french;?
le chardonnay (los angeles);?;los angeles;?;?;?
?;3rd st.;los angeles;?;italian;?
?;8638 w. third st.;los angeles;310-274-1893;?;13
?;129 n. la cienega blvd.;?;?;asian;?
matsuhisa;?;?;310-659-9639;seafood;?
?;?;los angeles;310/550-8811;?;15
?;?;w. hollywood;?;steakhouses;15
patina;?;los angeles;?;?;16
?;5955 melrose ave.;los angeles;?;?;16
?;?;los angeles;213/628-3781;?;17
?;?;?;?;?;17
?;12969 ventura blvd.;los angeles;?;?;?
?;12969 ventura blvd.;studio city;818-990-0500;french bistro;?
rex il ristorante;617 s. olive st.;los angeles;?;?;?
rex il ristorante;617 s. olive st.;?;213-627-2300;?;19
spago;1114 horn ave.;?;?;californian;?
spago (los angeles);8795 sunset blvd.;w. hollywood;?;?;?
valentino;?;?;?;?;?
?;3115 pico blvd.;?;310-829-4313;?;21
yujean kang's gourmet chinese cuisine;?;los angeles;818/585-0855;?;22
yujean kang's;?;?;?;chinese;22
?;21 w. 52nd st.;?;?;american;?
21 club;21 w. 52nd st.;?;?;american (new);23
aquavit;13 w. 54th st.;?;?;continental;?
aquavit;?;?;?;?;24
aureole;34 e. 61st st.;?;?;?;25
aureole;?;new york city;212-319-1660;?;25
?;?;?;212/496-6031;coffee bar;26
cafe lalo;?;?;212-496-6031;?;?
cafe des artistes;?;?;212/877-3500;continental;27
?;1 w. 67th st.;new york city;212-877-3500;french (classic);?
carmine's;?;new york;212/362-2200;?;?
carmine's;?;new york city;?;?;?
?;?;new york;?;delicatessen;29
?;?;?;212-757-2245;?;?
chanterelle;2 harrison st.  near hudson st.;new york;212/966-6960;?;?
chanterelle;?;new york city;212-966-6960;?;?
daniel;20 e. 76th st.;new york;?;?;?
daniel;20 e. 76th st.;new york city;212-288-0033;?;31
dawat;210 e. 58th st.;?;?;?;?
dawat;210 e. 58th st.;new york city;212-355-7555;?;?
?;243 e. 58th st.;new york;?;italian;?
felidia;?;?;212-758-1479;italian;33
?;99 e. 52nd st.;new york;212/754-9494;?;?
four seasons;?;?;?;?;?
?;?;new york;212/620-4020;american;?
?;?;?;212-620-4020;american (new);?
gramercy tavern;42 e. 20th st.  between park ave. s and broadway;?;?;american;36
?;42 e. 20th st.;new york city;212-477-0777;american (new);?
island spice;402 w. 44th st.;new york;212/765-1737;?;?
?;?;new york city;212-765-1737;?;?
jo jo;?;new york;?;american;?
?;?;new york city;212-223-5656;?;?
?;?;new york;212/586-4252;french;?
la caravelle;?;?;?;french (classic);?
la cote basque;60 w. 55th st.  between 5th and 6th ave.;?;212/688-6525;?;?
la cote basque;60 w. 55th st.;new york city;?;?;?
?;?;?;212/489-1515;?;?
le bernardin;155 w. 51st st.;?;212-489-1515;seafood;41
les celebrites;?;new york;212/484-5113;?;?
?;155 w. 58th st.;new york city;212-484-5113;french (classic);?
lespinasse;2 e. 55th st.;new york;?;american;43
lespinasse (new york city);2 e. 55th st.;new york city;212-339-6719;asian;43
lutece;?;new york;?;french;44
lutece;249 e. 50th st.;?;?;french (classic);?
manhattan ocean club;?;?;212/ 371-7777;?;45
manhattan ocean club;57 w. 58th st.;?;212-371-7777;seafood;45
?;?;?;212/754-6272;?;?
?;405 e. 58th st.;new york city;?;?;46
?;?;?;?;american;?
mesa grill;102 fifth ave.;?;212-807-7400;southwestern;?
?;?;new york;?;?;48
?;57 jane st.;?;?;mexican;48
?;239 w. broadway  between walker and white sts.;new york;?;?;?
montrachet;?;new york city;?;french bistro;49
oceana;?;new york;212/759-5941;?;?
?;?;?;?;?;50
park avenue cafe;?;?;?;american;51
?;100 e. 63rd st.;new york city;?;american (new);?
petrossian;182 w. 58th st.;?;212/245-2214;french;52
?;182 w. 58th st.;new york city;?;russian;?
picholine;35 w. 64th st.;?;?;?;53
picholine;35 w. 64th st.;?;?;mediterranean;?
?;?;?;?;seafood;?
pisces;95 ave. a;?;212-260-6660;seafood;54
rainbow room;?;?;?;or 212/632-5100 american;?
rainbow room;30 rockefeller plaza;new york city;212-632-5000;american (new);55
river cafe;1 water st. at the east river;?;718/522-5200;?;?
river cafe;?;brooklyn;?;?;?
?;?;?;?;?;57
san domenico;240 central park s.;new york city;212-265-5959;italian;57
?;?;?;212/677-0606;?;?
?;156 second ave.;new york city;?;?;58
?;11 e. 53rd st.;?;212/980-9393;?;?
seryna;?;new york city;?;?;?
?;43 w. 65th st.;?;212/371-8844;asian;60
shun lee palace;?;?;212-371-8844;chinese;?
?;?;?;212/861-8080;american;?
sign of the dove;1110 third ave.;?;?;american (new);61
smith & wollensky;201 e. 49th st.;new york;?;american;?
?;?;new york city;212-753-1530;?;?
?;in central park at 67th st.;new york;?;?;?
?;?;new york city;?;american (new);?
?;?;?;?;mediterranean;64
uncle nick's;747 ninth ave.;?;?;greek;64
union square cafe;?;?;212/243-4020;?;?
?;?;?;?;?;65
virgil's;?;?;212/ 921-9494;american;?
virgil's real bbq;152 w. 44th st.;new york city;?;?;66
?;3200 las vegas blvd. s;?;?;asian;67
chin's;?;?;702-733-8899;?;67
?;3799 las vegas blvd. s;?;702/891-7349;southwestern;?
coyote cafe (las vegas);3799 las vegas blvd. s.;las vegas;702-891-7349;?;?
?;3000 w. paradise rd.;las vegas;?;?;?
le montrachet bistro;?;las vegas;?;?;?
palace court;3570 las vegas blvd. s;las vegas;?;?;?
palace court;?;?;702-731-7110;french (new);70
?;?;las vegas;702/385-3232;seafood;?
second street grill;?;las vegas;702-385-6277;pacific rim;71
steak house;?;las vegas;702/734-0410;steak houses;?
steak house  the;2880 las vegas blvd. s.;?;?;?;?
?;2245 e. flamingo rd.;las vegas;702/731-4036;?;73
tillerman  the;?;las vegas;?;?;?
abruzzi;2355 peachtree rd.  peachtree battle shopping center;atlanta;404/261-8186;?;?
abruzzi;?;atlanta;404-261-8186;italian;74
?;3125 piedmont rd.  near peachtree rd.;atlanta;?;international;75
?;3125 piedmont rd.;atlanta;?;californian;?
?;3130 piedmont road;?;?;american;?
?;?;?;404-237-2663;steakhouses;76
brasserie le coze;?;atlanta;?;?;77
brasserie le coze;3393 peachtree rd.;?;404-266-1440;?;77
?;3073 piedmont road;?;?;?;78
buckhead diner;3073 piedmont rd.;?;404-262-3336;?;78
?;?;?;404/874-7600;?;?
?;1529 piedmont ave.;?;?;?;?
?;?;atlanta;?;american;80
delectables;?;?;404-681-2909;?;?
?;?;atlanta;?;american;81
georgia grille;2290 peachtree rd.;?;404-352-3517;southwestern;?
?;490 e. paces ferry rd.;atlanta;?;?;82
hedgerose heights inn  the;490 e. paces ferry rd. ne;atlanta;?;continental;?
heera of india;595 piedmont ave.  rio shopping mall;atlanta;404/876-4408;asian;83
?;595 piedmont ave.;atlanta;?;?;83
indigo coastal grill;1397 n. highland ave.;atlanta;404/876-0676;?;?
?;1397 n. highland ave.;?;404-876-0676;?;?
la grotta;?;atlanta;?;italian;?
?;?;atlanta;404-231-1368;?;85
?;?;atlanta;?;southern;?
mary mac's tea room;?;atlanta;404-876-1800;?;86
?;?;?;?;continental;?
nikolai's roof;255 courtland st.;atlanta;404-221-6362;continental;?
?;1232 w. paces ferry rd.;atlanta;?;international;88
pano's & paul's;?;atlanta;404-261-3662;?;88
?;3434 peachtree rd.;?;?;ext 6108 international;?
ritz-carlton cafe (buckhead);3434 peachtree rd. ne;?;404-237-2700;american (new);89
?;?;?;404/237-2700;?;90
?;3434 peachtree rd. ne;atlanta;?;american (new);90
?;181 peachtree st.;atlanta;404/659-0400;?;91
ritz-carlton restaurant;?;atlanta;404-659-0400;french (classic);91
?;?;?;404/351-9533;french;?
toulouse;?;?;?;french (new);?
veni vidi vici;?;atlanta;404/875-8424;?;?
?;41 14th st.;atlanta;404-875-8424;italian;?
alain rondelli;?;?;415/387-0408;french;?
?;126 clement st.;san francisco;415-387-0408;french (new);94
?;252 california st.;san francisco;?;seafood;95
aqua;252 california st.;?;?;?;?
?;?;san francisco;415/543-6084;american;96
?;?;?;?;american (new);?
cafe claude;7 claude la.;san francisco;415/392-3505;french;?
cafe claude;?;san francisco;415-392-3505;?;?
?;340 stockton st.;san francisco;?;?;?
campton place;340 stockton st.;san francisco;?;american (new);98
?;804 northpoint;san francisco;415/775-7036;french;?
?;804 north point st.;?;415-775-7036;californian;?
?;?;?;415/673-7779;french;?
?;777 sutter st.;san francisco;?;french (new);?
fringale;570 4th st.;san francisco;?;?;?
fringale;570 fourth st.;san francisco;415-543-0573;french bistro;?
?;?;?;415/777-9779;american;102
?;22 hawthorne st.;?;?;californian;102
khan toke thai house;?;?;415/668-6654;asian;103
khan toke thai house;5937 geary blvd.;?;415-668-6654;thai;103
la folie;?;?;?;?;?
?;2316 polk st.;san francisco;?;?;104
?;?;?;415/495-5775;mediterranean;105
lulu restaurant-bis-cafe;816 folsom st.;?;?;?;105
masa's;648 bush st.;san francisco;?;french;106
?;648 bush st.;san francisco;415-989-7154;french (new);106
?;1737 post st.;?;?;asian;?
?;1737 post st.;san francisco;?;japanese;?
?;3201 fillmore st.;san francisco;415/563-4755;?;?
?;?;san francisco;?;?;?
?;?;?;415/776-7825;american;109
?;545 post st.;?;415-776-7825;californian;?
ritz-carlton restaurant and dining room;600 stockton st.;san francisco;?;american;110
?;?;?;?;french (new);110
rose pistola;?;san francisco;415/399-0499;?;111
rose pistola;532 columbus ave.;?;415-399-0499;italian;111
?;2930 beverly glen circle;?;?;italian;112
barney greengrass;?;beverly hills;?;american;113
?;?;?;310/456-5733;?;114
?;?;los angeles;?;?;?
border grill;4th st.;los angeles;?;mexican;?
?;3rd st. promenade;santa monica;310/451-0616;?;?
?;346 s. la brea ave.;?;?;?;?
ca'del sol;4100 cahuenga blvd.;?;?;?;?
cafe pinot;?;?;213/239-6500;?;?
california pizza kitchen;207 s. beverly dr.;los angeles;310/275-1101;californian;121
?;?;?;?;american;122
cava;?;los angeles;213/658-8898;?;123
?;?;los angeles;?;?;?
?;310 n. larchmont blvd.;?;?;?;?
clearwater cafe;168 w. colorado blvd.;?;818/356-0959;health food;126
dining room;9500 wilshire blvd.;los angeles;?;californian;?
dive!;?;los angeles;?;dive american;128
?;2628 wilshire blvd.;?;?;?;?
?;?;?;310/358-8585;french;?
dynasty room;930 hilgard ave.;los angeles;310/208-8765;continental;131
?;?;los angeles;?;?;?
ed debevic's;134 n. la cienega;los angeles;310/659-1952;?;?
?;?;los angeles;213/734-2773;?;?
?;?;santa monica;310/392-3901;?;135
gladstone's;4 fish 17300 pacific coast hwy. at sunset blvd.;pacific palisades;310/454-3474;american;?
?;8600 beverly blvd.;los angeles;?;?;137
harry's bar & american grill;?;los angeles;?;italian;138
il fornaio cucina italiana;301 n. beverly dr.;los angeles;?;italian;?
?;10668 w. pico blvd.;?;310/837-6662;health food;?
jackson's farm;439 n. beverly drive;?;?;californian;?
?;201 moreno dr.;?;?;?;?
joss;9255 sunset blvd.;?;?;?;143
?;?;los angeles;310/289-0660;asian;?
?;8720 sunset blvd.;los angeles;310/659-6919;french;?
?;4500 los feliz blvd.;?;213/667-0777;?;?
?;?;los angeles;213/628-6717;asian;147
morton's;8764 melrose ave.;?;310/276-5205;american;?
?;414 n. beverly dr.;los angeles;310/274-0101;?;?
?;?;?;?;american;150
ocean avenue;?;?;310/394-5669;?;151
orleans;?;los angeles;310/479-4187;cajun;?
pacific dining car;?;los angeles;?;american;?
paty's;10001 riverside dr.;toluca lake;?;?;?
?;?;los angeles;?;californian;?
?;?;sherman oaks;818/784-4400;?;?
?;?;los angeles;310/277-7346;?;?
rj's the rib joint;?;?;310/274-7427;?;?
?;?;?;310/393-6545;?;159
?;111 s. san pedro st.;los angeles;?;asian;160
?;1514 n. gower st.;?;?;american;161
?;3110 main st.;los angeles;310/399-4800;?;162
sofi;3rd st.;?;?;?;?
?;?;?;213/653-5858;?;164
tavola calda;?;los angeles;?;?;165
?;?;los angeles;310/859-0926;?;166
tommy tang's;7313 melrose ave.;los angeles;213/937-5733;?;?
?;3835 cross creek rd.;?;310/456-0169;italian;?
trader vic's;9876 wilshire blvd.;?;?;?;169
vida;?;los feliz;213/660-4446;?;170
?;60 n. venice blvd.;los angeles;310/823-5396;?;?
?;20 mott st.  between bowery and pell st.;?;?;?;172
9 jones street;9 jones st.;new york;212/989-1220;?;?
?;?;?;212/903-3918;?;174
?;322 e. 14 st.  between 1st and 2nd aves.;?;?;mediterranean;?
aja;937 broadway at 22nd st.;?;?;american;?
alamo;?;?;212/ 759-0590;?;177
?;?;new york;212/627-8899;american;178
?;1 united nations plaza at 44th st.;new york;212/702-5014;american;179
?;?;new york;212/684-2122;american;?
?;?;new york;212/308-0112;italian;181
arizona;206 206 e. 60th st.;new york;212/838-0440;?;?
arturo's;106 w. houston st.  off thompson st.;?;212/677-3820;italian;183
?;?;new york;?;?;?
?;1022 3rd ave.  between 60th and 61st sts.;?;212/355-1112;?;?
barbetta;321 w. 46th st.;new york;212/246-9171;italian;186
ben benson's;?;new york;212/581-8888;?;?
big cup;228 8th ave.  between 21st and 22nd sts.;new york;?;coffee bar;?
billy's;?;?;?;american;189
boca chica;13 1st ave.  near 1st st.;new york;?;latin american;190
?;?;?;?;mediterranean;191
boonthai;?;?;?;?;192
bouterin;?;new york;212/758-0323;french;193
brothers bar-b-q;225 varick st. at clarkston st.;new york;212/727-2775;american;?
?;?;?;212/688-4190;?;?
?;?;?;212/840-6500;?;?
c3;?;new york;212/254-1200;american;?
ct;111 e. 22nd st.  between park ave. s and lexington ave.;new york;212/995-8500;?;198
cafe bianco;?;?;212/988-2655;?;?
?;?;?;212/484-5120;french;200
?;?;new york;?;?;?
cafe luxembourg;?;new york;?;french;?
cafe pierre;?;?;212/940-8185;?;?
