?;?;los angeles;310/246-1501;american;0
arnie morton's of chicago;?;los angeles;310-246-1501;steakhouses;0
art's delicatessen;12224 ventura blvd.;studio city;818/762-1221;american;?
?;12224 ventura blvd.;studio city;?;delis;?
hotel bel-air;?;bel air;310/472-1211;?;2
bel-air hotel;701 stone canyon rd.;bel air;?;californian;2
cafe bizou;14016 ventura blvd.;sherman oaks;818/788-3536;french;3
cafe bizou;14016 ventura blvd.;?;818-788-3536;french bistro;3
?;?;los angeles;?;?;?
campanile;624 s. la brea ave.;los angeles;213-938-1447;californian;4
chinois on main;?;santa monica;?;french;?
chinois on main;2709 main st.;santa monica;310-392-9025;pacific new wave;?
?;6703 melrose ave.;los angeles;213/857-0034;californian;?
?;?;?;213-857-0034;?;6
fenix;?;hollywood;?;american;7
fenix at the argyle;8358 sunset blvd.;w. hollywood;213-848-6677;?;7
granita;23725 w. malibu rd.;malibu;310/456-0488;californian;?
granita;23725 w. malibu rd.;?;310-456-0488;californian;8
?;9560 dayton way;los angeles;310/276-0615;american;?
?;?;beverly hills;310-276-0615;?;9
?;1972 n. hillhurst ave.;los angeles;213/665-1891;asian;?
?;1972 hillhurst ave.;los feliz;213-665-1891;japanese;10
l'orangerie;903 n. la cienega blvd.;los angeles;?;french;11
l'orangerie;?;w. hollywood;?;french (classic);11
le chardonnay;8284 melrose ave.;los angeles;?;french;12
le chardonnay (los angeles);8284 melrose ave.;los angeles;?;french bistro;?
locanda veneta;?;?;310/274-1893;?;13
locanda veneta;8638 w. third st.;?;310-274-1893;italian;13
matsuhisa;?;beverly hills;310/659-9639;asian;?
?;129 n. la cienega blvd.;beverly hills;310-659-9639;?;14
?;9001 santa monica blvd.;los angeles;?;?;15
palm  the (los angeles);?;w. hollywood;310-550-8811;steakhouses;15
patina;5955 melrose ave.;los angeles;213/467-1108;californian;?
patina;5955 melrose ave.;los angeles;?;?;16
?;1001 n. alameda st.;los angeles;213/628-3781;american;17
philippe the original;1001 n. alameda st.;chinatown;213-628-3781;?;17
?;?;los angeles;818/990-0500;french;18
?;?;studio city;?;french bistro;18
rex il ristorante;617 s. olive st.;?;?;italian;19
rex il ristorante;617 s. olive st.;?;213-627-2300;nuova cucina italian;19
