?;?;3;False;?;?;?;?;?;France
?;0.33;4;False;19;2.5;?;?;False;France
?;?;6;False;20;?;?;solid;False;?
?;?;6;False;21;?;white;solid;?;France
?;0.5;6;?;21;?;red/cream;tabby;False;France
?;0.5;6;False;?;3.0;white;solid;?;?
Angora;?;7;False;22;3.0;white;?;False;?
Angora;0.58;7;?;23;3.0;red/cream;?;False;France
Angora;?;7;?;25;3.0;?;tortie;?;?
Angora;0.67;8;?;25;?;white;solid;False;France
?;0.67;?;False;?;?;black;solid;?;?
?;0.67;8;True;26;?;white;solid;?;France
?;0.75;?;?;?;?;?;solid;?;?
Angora;?;?;?;28;3.2;white;solid;False;?
Angora;1.33;16;?;30;?;red/cream;tabby;False;France
?;?;10;False;31;3.4;?;?;?;France
Angora;1.42;17;?;?;?;?;?;?;France
?;?;11;True;?;?;white;solid;?;?
Angora;?;?;?;?;3.5;white;?;?;France
Angora;1.0;?;?;35;3.9;white;solid;False;France
?;4.33;52;False;25;4.0;?;solid;?;France
Angora;?;?;False;?;3.8;white;?;True;?
Angora;3.0;36;?;38;5.0;white;solid;?;?
Angora;1.17;?;?;?;3.0;?;?;False;France
Angora;?;?;True;39;?;?;solid;?;France
?;5.83;70;True;?;4.6;?;?;True;?
Angora;1.25;15;True;?;?;white;solid;?;France
?;?;64;True;?;?;?;solid;?;France
Angora;1.25;15;?;40;?;?;?;?;France
Angora;?;59;False;41;5.0;black;solid;False;France
Angora;1.5;18;False;40;3.6;white;?;?;France
Angora;1.58;19;True;?;3.5;?;?;False;?
?;1.58;19;True;?;3.2;?;solid;?;France
?;?;54;?;37;5.6;white;?;?;France
Angora;4.75;?;?;41;4.2;black;?;?;France
Angora;?;?;?;35;5.0;?;solid;?;?
Angora;?;20;True;?;3.1;white;solid;True;France
Angora;1.67;20;?;36;3.9;?;solid;?;France
Angora;1.75;?;?;28;4.9;?;?;False;France
Angora;1.75;?;True;34;4.7;black;?;False;France
Angora;1.75;?;?;?;4.0;?;?;True;France
Angora;?;22;True;?;?;?;solid;False;?
?;1.83;22;?;?;?;white;?;False;France
?;?;22;?;?;?;black;?;?;France
?;1.92;?;False;35;?;white;solid;?;?
?;1.92;?;True;33;?;white;solid;False;?
?;?;?;?;?;?;?;?;False;France
Angora;?;24;?;35;3.8;?;solid;False;?
Angora;2.0;?;?;?;?;white;?;?;France
?;2.08;?;?;?;2.9;white;solid;?;France
Angora;?;25;?;41;?;?;solid;False;France
?;?;26;?;35;2.6;?;solid;?;?
Angora;2.25;27;False;38;4.6;red/cream;tabby;False;France
Angora;2.25;27;?;34;?;black;?;?;?
?;?;27;?;?;?;?;solid;False;France
?;2.25;27;True;38;?;white;?;?;?
?;?;?;?;?;?;red/cream;solid;?;?
Angora;2.33;?;False;?;?;?;?;False;France
?;2.33;28;True;39;?;?;?;?;France
?;2.33;28;?;36;?;?;?;?;France
?;?;28;?;39;?;black;solid;True;France
Angora;2.42;?;False;?;?;?;solid;False;?
?;2.5;?;True;35;3.6;white;?;False;France
Angora;2.5;?;False;37;?;white;solid;False;France
Angora;2.58;31;?;40;4.5;?;solid;?;France
Angora;2.58;31;False;?;?;white;?;?;France
Angora;?;32;True;?;3.9;?;?;False;?
Angora;2.67;?;?;?;?;?;solid;False;?
Angora;?;?;True;34;3.9;black;solid;True;France
Angora;2.92;35;?;34;4.1;?;solid;?;France
Angora;?;?;True;?;?;white;solid;False;France
Angora;2.92;35;?;41;3.8;white;?;False;?
?;2.92;35;?;39;4.1;?;?;?;USA
Angora;3.0;36;True;?;4.4;?;solid;False;?
Angora;3.0;?;?;?;?;?;solid;False;USA
Angora;3.08;?;True;39;5.1;red/cream;tabby;False;USA
Angora;3.08;?;True;38;3.7;black;?;True;USA
Angora;3.08;37;True;?;?;?;solid;False;?
?;3.17;?;?;36;4.0;white;solid;False;?
?;?;39;False;40;4.5;black;bicolor;?;USA
Angora;?;?;?;?;4.4;white;?;False;?
Angora;3.5;42;True;?;4.8;black;solid;?;?
Angora;3.5;?;?;?;?;white;solid;?;USA
?;3.5;?;False;33;?;?;?;?;USA
?;3.58;43;True;?;3.4;?;solid;False;France
?;3.58;43;True;34;?;?;solid;False;USA
Angora;3.67;44;False;39;?;white;?;False;?
?;3.67;?;?;37;4.6;white;solid;False;France
?;3.67;44;?;?;4.2;?;solid;False;?
?;3.75;?;True;43;3.9;white;?;False;?
Angora;3.83;46;False;?;?;?;?;False;?
Angora;?;46;?;?;?;?;?;True;USA
?;3.83;46;?;?;?;?;tabby;False;France
Angora;3.92;47;?;34;?;?;?;False;USA
Angora;3.92;?;True;37;?;black;solid;False;USA
?;3.92;?;True;?;2.8;white;?;False;?
Angora;3.92;?;?;39;4.4;?;solid;False;USA
?;4.0;48;?;36;4.8;white;solid;?;USA
Angora;4.08;?;False;?;?;white;solid;?;?
?;4.08;?;False;35;4.7;white;solid;False;USA
?;?;?;True;37;?;?;?;False;USA
Angora;4.17;?;?;?;3.8;white;solid;False;?
?;4.17;50;?;?;4.5;white;solid;?;?
Angora;4.17;?;?;35;2.8;white;solid;?;USA
?;4.25;?;?;?;4.6;white;?;?;France
Angora;4.33;52;True;34;?;white;solid;?;?
Angora;4.33;52;?;?;3.8;black;?;False;?
?;4.33;?;?;?;?;white;?;?;USA
Angora;4.42;53;False;39;4.4;?;?;False;?
Angora;4.5;54;?;41;5.1;white;solid;False;USA
Angora;4.5;54;False;39;4.3;white;solid;?;USA
Angora;4.58;?;False;35;?;white;solid;False;USA
Angora;4.58;55;True;?;2.5;?;solid;True;?
?;4.58;?;?;35;4.3;?;solid;?;?
?;4.58;?;?;37;?;white;solid;False;USA
?;?;55;True;?;5.1;red/cream;solid;False;USA
?;4.75;?;False;38;3.9;white;solid;?;USA
Angora;4.75;57;?;38;3.1;white;solid;?;?
Angora;?;?;False;?;?;white;solid;?;?
?;4.83;58;True;40;4.5;white;?;False;USA
Angora;4.83;58;True;37;3.0;?;?;?;?
?;?;58;False;36;3.7;white;?;?;USA
?;4.92;59;True;36;?;white;?;False;USA
Angora;?;?;False;41;?;white;solid;False;?
?;4.92;59;?;40;4.0;?;tabby;True;?
?;4.92;59;?;38;?;white;?;False;?
?;5.0;?;True;?;?;white;solid;False;?
Angora;5.0;?;True;37;?;?;solid;False;USA
?;?;61;?;?;4.7;white;?;?;USA
Angora;5.08;?;False;?;?;white;?;?;USA
Angora;?;?;?;?;3.1;?;solid;?;USA
Angora;?;?;False;39;?;white;solid;?;Germany
Angora;?;62;?;34;3.4;white;solid;?;Germany
Angora;5.17;?;True;?;3.9;?;solid;?;?
Angora;5.17;?;False;?;?;white;?;False;?
Angora;5.17;62;?;36;4.3;?;solid;False;Germany
Angora;5.17;?;True;?;?;?;solid;?;?
?;?;?;False;36;?;white;solid;False;Germany
Angora;5.17;62;False;39;4.1;?;solid;False;?
Angora;5.25;?;True;31;2.4;white;solid;False;Germany
Angora;5.25;63;False;37;3.1;?;?;False;?
Angora;5.33;64;True;?;?;?;solid;False;Germany
?;5.33;?;False;36;4.5;white;solid;?;Germany
?;?;?;True;?;2.9;white;?;True;Germany
?;5.42;65;?;?;?;?;solid;False;Germany
Angora;5.42;?;False;?;4.1;white;solid;?;Germany
Angora;5.5;?;True;40;5.2;?;solid;False;Germany
?;5.58;67;False;40;4.4;?;solid;False;?
?;?;68;?;39;5.5;?;solid;?;Germany
Angora;5.67;?;?;41;?;white;?;?;Germany
?;5.67;?;True;?;5.1;white;solid;False;Germany
Angora;5.67;68;?;37;5.3;?;tabby;False;Germany
Angora;?;69;?;?;?;?;solid;False;?
Angora;?;?;True;38;?;black;bicolor;?;USA
Angora;?;69;True;38;?;white;solid;?;?
Angora;5.75;69;True;?;3.1;?;solid;False;USA
Angora;5.92;71;True;?;4.8;?;solid;False;?
Angora;5.92;?;?;38;4.3;?;solid;False;USA
?;5.92;?;True;41;?;white;?;?;USA
Angora;5.92;?;?;36;?;?;solid;False;?
?;?;72;False;36;4.8;white;?;False;USA
Angora;?;?;False;36;3.6;white;solid;?;France
Angora;?;?;?;?;4.4;white;?;False;?
?;?;73;?;38;3.4;?;solid;?;USA
Angora;?;?;?;41;3.7;white;?;False;USA
?;?;75;?;39;4.2;white;solid;False;?
Angora;?;?;?;38;?;white;solid;False;France
?;?;?;False;41;4.4;white;solid;?;?
?;?;?;?;?;3.1;?;solid;?;USA
?;6.42;?;?;?;4.7;?;?;False;USA
?;6.5;?;True;?;4.5;?;?;False;USA
Angora;6.5;78;?;36;4.0;?;?;True;USA
Angora;?;?;?;39;4.2;black;bicolor;False;?
Angora;?;78;?;34;3.8;white;?;False;USA
?;?;?;?;38;5.2;?;solid;?;USA
Angora;6.58;79;False;?;4.2;red/cream;?;False;?
?;6.58;?;?;41;?;red/cream;?;?;USA
Angora;6.58;79;?;41;3.9;white;?;False;?
Angora;6.67;80;True;40;4.8;white;solid;?;Canada
?;6.67;80;False;?;2.2;white;solid;False;?
?;6.75;?;?;?;?;white;solid;False;Canada
?;?;81;True;39;4.4;?;?;?;Canada
?;6.75;?;?;40;?;white;?;True;?
Angora;?;?;False;37;?;white;solid;False;?
Angora;?;83;?;?;4.7;white;solid;False;Canada
Angora;6.92;83;True;38;4.5;white;solid;False;?
Angora;?;83;?;39;4.3;?;?;?;Canada
Angora;7.0;84;True;40;4.7;white;solid;?;?
Angora;7.0;?;True;?;?;?;solid;False;?
?;?;85;False;?;2.5;white;solid;False;Canada
Angora;7.17;86;?;?;5.4;white;?;?;Canada
Angora;?;87;?;?;4.0;white;solid;False;Canada
Angora;7.25;?;?;?;4.9;white;solid;False;Canada
Angora;7.25;87;?;38;?;white;solid;False;?
?;?;?;False;?;?;?;bicolor;False;Canada
?;?;87;False;40;?;?;?;False;?
Angora;?;?;?;40;5.4;?;?;?;?
Angora;7.25;?;True;?;2.5;white;solid;?;USA
Angora;?;88;False;?;?;?;bicolor;False;USA
?;7.42;89;True;35;3.9;white;?;?;USA
Angora;?;?;True;34;?;white;?;?;USA
Angora;7.58;91;True;?;5.4;?;?;False;?
?;?;91;True;40;5.5;?;tabby;False;USA
Angora;7.67;92;?;36;4.9;?;solid;?;USA
Angora;?;92;True;?;5.3;?;solid;False;?
Angora;?;?;True;33;3.1;white;solid;True;USA
Angora;7.75;93;?;?;?;white;?;False;USA
Angora;?;?;?;?;2.8;white;solid;?;?
Angora;?;?;True;37;?;?;solid;False;USA
?;?;?;False;41;3.8;?;?;?;?
?;7.83;94;?;37;3.5;white;solid;False;?
Angora;7.83;94;True;38;4.6;?;solid;False;USA
Angora;7.83;94;?;38;?;white;?;False;USA
Angora;7.83;94;True;40;5.3;white;solid;False;USA
?;7.83;?;True;?;4.0;white;?;?;USA
Angora;?;?;False;?;4.3;white;solid;False;?
?;?;94;True;39;5.0;?;?;False;USA
Angora;7.92;95;True;39;?;white;?;?;USA
?;?;96;?;37;?;black;bicolor;?;?
Angora;?;?;False;?;4.5;white;?;?;USA
Angora;8.0;?;?;34;?;?;solid;?;?
?;7.17;?;False;36;3.5;red/cream;solid;?;USA
Angora;?;?;False;33;3.1;white;?;?;?
?;8.08;97;True;41;4.2;black;bicolor;True;USA
Angora;8.08;97;?;37;3.8;?;?;?;USA
?;4.0;?;?;36;2.4;white;solid;True;?
Angora;?;?;True;34;3.6;white;?;False;USA
Angora;?;50;?;35;2.8;white;?;False;?
?;5.08;61;False;?;2.3;white;?;False;?
Angora;4.58;?;?;?;?;?;solid;False;USA
Angora;8.5;102;?;?;4.0;white;solid;False;?
?;7.08;?;True;36;4.8;?;bicolor;True;USA
Angora;7.0;?;?;33;3.0;white;?;False;USA
?;8.58;?;False;39;?;?;solid;False;?
Angora;?;86;False;38;4.6;?;solid;?;USA
?;8.58;?;?;52;?;red/cream;solid;False;USA
Angora;8.67;?;True;35;?;?;solid;False;USA
Angora;4.75;57;True;34;?;white;?;True;USA
?;?;82;?;36;3.6;?;solid;False;USA
?;?;90;?;36;3.5;white;solid;?;USA
?;7.58;91;False;36;?;white;solid;False;?
Angora;8.92;107;?;?;4.5;black;?;False;USA
?;6.75;?;?;33;2.9;?;solid;False;USA
Angora;?;108;True;38;3.7;white;solid;?;USA
Angora;?;88;?;?;4.3;white;solid;?;USA
Angora;5.17;?;False;36;?;white;solid;False;?
Angora;9.08;?;True;58;5.2;black;bicolor;?;?
Angora;?;110;?;?;4.1;white;solid;?;USA
Angora;6.5;?;True;39;?;white;solid;?;?
?;9.25;111;True;38;5.0;white;solid;False;?
Angora;?;?;?;38;?;?;?;False;?
?;9.33;112;False;36;3.9;white;solid;False;USA
Angora;8.33;?;True;?;4.1;?;?;?;USA
?;?;?;?;33;?;white;solid;?;USA
Angora;?;77;True;36;2.5;white;?;?;?
?;?;114;True;38;4.1;white;solid;False;USA
?;9.58;115;?;?;4.0;?;solid;False;USA
Angora;?;36;?;39;3.1;white;solid;?;?
?;?;115;?;61;?;black;?;?;?
?;?;?;True;36;?;white;solid;False;?
Angora;5.92;71;?;35;3.3;white;solid;False;?
Angora;?;116;False;39;5.2;white;?;False;USA
Angora;?;116;False;?;4.6;white;solid;False;?
?;6.33;76;?;38;?;white;solid;?;UK
?;?;101;?;?;?;white;?;?;?
Angora;?;117;?;38;?;?;?;False;?
Angora;?;117;False;37;?;white;solid;?;UK
Angora;4.0;?;?;?;2.6;black;bicolor;False;UK
?;?;?;True;?;?;black;?;?;UK
Angora;?;118;?;35;4.9;?;solid;False;?
Angora;9.83;118;True;39;2.9;white;?;?;?
Angora;9.83;118;False;?;5.2;red/cream;tabby;False;UK
Angora;?;101;True;36;4.0;white;solid;True;UK
Angora;?;?;?;35;2.9;white;?;False;UK
?;?;85;False;40;?;black;tortie;False;UK
?;?;?;?;33;?;?;?;False;UK
