?;0.25;3;?;19;2.0;?;solid;?;France
?;?;4;False;?;2.5;white;?;False;?
Angora;0.5;?;?;20;?;black;solid;?;?
?;0.5;6;False;?;3.0;?;?;False;?
?;?;6;False;21;3.0;?;tabby;False;France
Angora;0.5;6;?;?;?;?;solid;False;?
?;0.58;7;?;22;?;?;solid;?;?
Angora;?;7;?;23;3.0;red/cream;solid;False;France
Angora;0.58;7;?;?;?;black;tortie;False;?
?;?;8;?;?;3.0;white;?;False;France
Angora;0.67;8;?;?;?;black;?;False;France
?;?;?;True;?;3.3;white;?;False;France
Angora;0.75;9;True;27;3.3;?;?;?;France
?;?;13;?;28;3.2;white;?;?;France
Angora;?;16;?;30;3.5;?;?;?;France
Angora;0.83;10;False;?;3.4;white;solid;False;?
Angora;?;?;True;31;?;white;?;?;France
?;0.92;?;?;31;3.9;?;solid;?;?
?;?;12;?;31;3.5;white;solid;True;?
Angora;1.0;?;?;35;3.9;?;solid;False;France
Angora;4.33;?;?;25;4.0;?;solid;False;?
?;?;?;?;?;?;white;solid;?;?
?;?;?;True;?;5.0;white;solid;False;France
?;1.17;?;?;?;?;white;?;False;?
?;4.0;?;?;?;4.6;?;?;False;France
Angora;?;?;True;?;4.6;?;?;?;?
?;1.25;15;?;26;3.4;white;solid;?;?
Angora;5.33;64;True;44;4.6;?;?;?;France
Angora;1.25;?;?;40;3.8;?;tabby;?;?
Angora;4.92;?;False;41;5.0;black;?;?;France
?;1.5;?;?;40;?;white;?;False;France
?;1.58;19;?;?;3.5;?;solid;False;?
?;1.58;19;?;?;3.2;white;?;True;?
?;4.5;54;True;37;?;white;?;?;France
Angora;?;?;False;?;4.2;black;solid;True;?
Angora;1.67;?;?;35;5.0;?;solid;?;?
?;1.67;?;True;?;?;?;?;True;France
?;1.67;20;False;?;3.9;black;?;?;France
Angora;?;?;?;28;?;?;solid;?;?
Angora;1.75;?;True;34;?;black;?;False;?
?;1.75;21;?;34;?;?;solid;?;?
Angora;?;22;?;22;?;?;solid;?;?
Angora;1.83;22;?;41;4.7;?;?;?;?
Angora;?;?;True;?;4.3;black;bicolor;True;France
Angora;1.92;23;False;?;?;?;?;?;?
Angora;1.92;23;True;?;3.4;?;solid;False;?
Angora;2.0;?;False;?;2.4;black;solid;?;?
Angora;2.0;?;True;35;?;white;solid;False;?
Angora;2.0;?;True;?;?;white;?;True;?
Angora;?;?;?;?;?;white;?;?;?
Angora;2.08;?;False;41;4.1;black;solid;False;France
Angora;?;?;True;35;2.6;white;?;False;France
Angora;?;?;?;?;?;?;?;?;France
?;2.25;?;?;34;?;black;solid;?;France
?;?;?;?;?;?;?;solid;False;?
Angora;?;?;?;?;?;white;solid;False;France
?;2.33;28;False;?;4.0;?;?;?;?
Angora;?;28;?;?;2.4;?;solid;False;?
Angora;2.33;28;?;?;?;white;?;False;?
Angora;2.33;?;?;?;?;?;solid;?;France
?;2.33;28;True;?;?;?;solid;True;?
?;2.42;?;False;39;?;white;solid;False;France
?;2.5;30;True;35;3.6;white;?;?;France
?;?;?;False;37;?;white;?;False;?
?;2.58;31;True;40;4.5;red/cream;solid;?;France
Angora;2.58;?;?;32;?;white;solid;?;France
?;2.67;?;True;?;?;red/cream;solid;?;France
?;?;?;False;40;4.0;black;?;False;?
?;?;32;True;?;?;black;?;True;?
?;?;35;?;?;4.1;?;solid;?;?
Angora;2.92;35;?;32;?;?;solid;False;?
Angora;2.92;?;?;?;3.8;white;solid;False;USA
Angora;?;35;False;?;?;?;?;?;USA
?;3.0;?;True;?;?;white;solid;?;USA
?;3.0;36;False;?;4.8;white;?;?;USA
?;3.08;37;True;?;5.1;?;?;?;USA
Angora;3.08;37;True;38;3.7;black;?;?;?
Angora;3.08;37;True;40;5.3;white;solid;False;?
?;?;?;?;?;4.0;white;solid;False;?
?;3.25;39;?;40;?;?;?;False;?
?;?;41;True;41;?;white;solid;?;USA
?;?;?;?;?;?;black;?;False;USA
?;3.5;?;True;40;3.9;?;?;True;?
?;3.5;42;?;33;?;?;?;False;USA
Angora;3.58;43;True;35;?;white;solid;?;?
?;3.58;?;?;?;?;white;?;?;?
?;?;44;?;?;4.5;white;solid;False;?
?;?;44;False;?;4.6;?;?;False;?
?;?;?;?;?;4.2;white;?;?;USA
?;?;45;True;?;?;?;solid;?;?
Angora;3.83;?;False;37;?;white;?;?;USA
?;3.83;46;True;40;4.8;black;?;True;?
?;3.83;?;False;?;?;red/cream;?;?;France
?;3.92;47;True;?;?;white;?;False;USA
Angora;?;?;?;?;3.3;?;solid;?;USA
Angora;3.92;47;?;35;2.8;?;?;False;?
Angora;3.92;?;False;39;4.4;?;?;?;?
?;?;?;True;?;4.8;?;solid;?;USA
Angora;4.08;49;?;37;4.8;?;solid;False;USA
Angora;4.08;?;False;?;?;white;?;False;USA
Angora;4.08;?;?;37;5.6;white;?;False;?
Angora;4.17;50;?;37;3.8;white;solid;False;?
?;?;?;?;41;4.5;?;solid;?;USA
Angora;?;?;?;35;?;white;?;?;USA
?;4.25;51;True;?;4.6;?;?;False;France
