riga;nome attributo;valore da imputare;valore imputato
18;phone;310-456-0488;?
313;class;200;?
302;name;billy's;?
524;city;atlanta;?
469;type;asian;?
329;city;new york;?
756;addr;328 lenox ave.;?
174;class;86;86
259;name;louise's trattoria;?
433;class;320;?
203;city;san francisco;?
753;phone;212-687-4855;?
770;city;las vegas;?
622;phone;415/421-2300;?
402;addr;168 w. 18th st.;?
117;type;delicatessen;?
857;type;vietnamese;?
148;addr;2245 e. flamingo rd.;?
489;name;xunta;?
76;phone;212-765-1737;?
548;phone;702/252-7777;?
368;addr;15 fulton st.;?
185;class;92;92
846;city;san francisco;?
51;phone;212/ 319-1660;?
363;phone;212/799-1533;?
179;phone;404/237-2700;?
197;class;98;98
233;city;los angeles;?
255;city;los angeles;?
547;name;capozzoli's;?
801;city;atlanta;?
31;class;15;?
54;type;coffeehouses;?
705;class;593;?
371;city;new york;?
672;type;american (new);?
55;name;cafe des artistes;?
570;phone;415/495-6500;?
333;addr;120 w. 51st st.;?
488;class;375;?
334;name;coco pazzo;?
365;city;new york;?
804;addr;1031 peachtree st. ne;?
327;phone;212/697-9538;?
10;city;los angeles;?
744;type;continental;?
239;addr;168 w. colorado blvd.;?
447;phone;212/581-4242;?
313;city;new york;?
111;addr;30 rockefeller plaza;?
389;type;american;?
257;phone;310/289-0660;?
461;type;american;?
245;name;eclipse;?
227;type;french;?
500;class;387;?
90;name;lutece;?
641;phone;415/541-4949;?
35;addr;1001 n. alameda st.;?
814;addr;3525 mall blvd.;?
341;type;french;?
714;class;602;?
262;city;los angeles;?
504;phone;404/364-0212;?
86;phone;212-484-5113;?
603;city;san francisco;?
843;city;san francisco;?
493;city;atlanta;?
310;type;american;?
271;class;158;?
852;class;740;?
315;addr;200 w. 70th st.;?
433;addr;151 w. 51st. st.;?
789;name;baker's cajun cafe;?
167;name;heera of india;?
352;type;american;?
37;addr;12969 ventura blvd.;?
204;city;san francisco;?
715;phone;212-223-2900;?
333;city;new york;?
785;name;sterling brunch;?
328;name;casa la femme;?
166;class;82;?
6;addr;701 stone canyon rd.;?
182;type;american (new);?
43;addr;3115 pico blvd.;?
741;city;new york city;?
640;type;asian;?
665;city;west la;?
332;phone;212/333-7788;?
564;type;mexican;?
193;name;boulevard;?
510;city;atlanta;?
499;city;atlanta;?
321;city;new york;?
515;type;italian;?
398;name;le chantilly;?
698;type;hot dogs;?
573;phone;415/776-7766;?
49;addr;13 w. 54th st.;?
17;class;8;8
653;type;delis;?
378;addr;122 e. 27th st.  between lexington and park aves.;?
40;name;rex il ristorante;?
244;class;131;?
202;class;100;100
45;name;yujean kang's gourmet chinese cuisine;?
855;name;sally's cafe & bakery;?
292;addr;1 united nations plaza at 44th st.;?
322;addr;119 macdougal st.  between 3rd and bleecker sts.;?
237;type;caribbean;?
31;addr;9001 santa monica blvd.;?
337;city;new york;?
789;addr;1134 euclid ave.;?
370;class;257;?
146;city;las vegas;?
523;type;continental;?
633;name;the heights;?
790;city;atlanta;?
599;addr;5116 geary blvd.;?
136;name;chin's;?
660;addr;1716 pch;?
215;addr;1737 post st.;?
452;addr;133 mulberry st.  between hester and grand sts.;?
571;phone;415/433-6300;?
861;name;trio cafe;?
18;addr;23725 w. malibu rd.;?
386;phone;212/869-5544;?
670;class;558;?
574;addr;3347 fillmore st.;?
425;addr;32 w. 32nd st.;?
141;city;las vegas;las vegas
73;phone;212/477-0777;?
692;city;encino;?
286;type;american;?
663;name;duke's;?
821;phone;404-814-1955;?
557;phone;702/794-8200;?
200;addr;804 north point st.;?
168;name;heera of india;?
53;type;coffee bar;?
211;phone;415/495-5775;?
345;addr;1325 5th ave. at 111th st.;?
600;addr;600 5th ave.;?
103;phone;212/644-1900;?
485;name;vince & eddie's;?
397;addr;211 w. broadway at franklin st.;?
385;class;272;?
853;class;741;?
825;phone;404-874-1388;?
583;type;american;?
121;class;60;?
44;type;italian;?
246;phone;310/659-1952;?
685;class;573;?
680;class;568;?
474;addr;2420 broadway at 89th st.;?
597;city;san francisco;?
262;class;149;?
327;name;captain's table;?
815;phone;404-875-0276;?
192;name;aqua;?
220;phone;415-776-7825;?
196;type;french bistro;?
224;class;111;111
181;name;dining room  ritz-carlton  buckhead;?
667;type;coffee shops;?
828;city;atlanta;?
31;type;american;?
323;type;coffee bar;?
207;city;san francisco;?
319;type;coffee bar;?
260;addr;679 n. spring st.;?
75;phone;212/765-1737;?
393;type;french;?
400;phone;212/254-4678;?
358;class;245;?
128;city;new york city;?
795;name;cafe sunflower;?
34;class;16;16
386;city;new york;?
71;city;new york;?
726;class;614;?
507;phone;404/577-1800;?
243;class;130;?
567;addr;1722 sacramento st.;?
243;name;drai's;?
340;city;new york;?
727;addr;86 w. third st.;?
58;type;italian;?
199;class;99;99
726;city;new york city;?
848;type;mexican;?
842;class;730;?
300;phone;212/581-8888;?
542;class;429;?
96;name;mesa grill;?
596;addr;1265 battery st.;?
382;name;indochine;?
601;phone;415/397-7720;?
651;type;continental;?
87;name;lespinasse;?
91;phone;212/ 371-7777;?
584;phone;415/546-5011;?
536;addr;3700 w. flamingo;?
102;phone;212-759-5941;?
