USA;Southern Airways - USA (Inacti;1968;PW;DC-9;May;1966;North America;3;3
Ireland;Ryanair;?;CF;737-800;?;2002;?;2;?
Netherlands;KLM Royal Dutch Airlines;1983;?;?;Jan;?;Europe;1;1
USA;?;?;?;777F;?;2007;?;2;2
Russian Federation;Volga-Dnepr UK Ltd;2012;?;747-8F;Nov;2006;Europe;?;?
Argentina;Aerolineas Argentinas;1978;?;727;Jan;?;?;2;?
Indonesia;Garuda Indonesia;1976;?;?;?;1976;?;3;3
China;China Xinjiang Airlines;2002;?;?;Mar;?;East Asia;1;1
USA;?;2000;RR;757-200;Jan;?;?;2;2
?;?;?;PW;?;?;?;Europe;?;2
?;?;1989;RR;757-200;Apr;?;Europe;?;2
?;?;2007;?;737-800;?;?;Europe;?;1
?;?;1993;CF;737-300;?;?;Europe;1;?
Venezuela;?;1987;PW;MD-80;?;?;?;1;1
USA;?;?;PW;?;?;1973;North America;1;?
Germany;?;1982;?;737-200;Jan;?;Europe;?;2
?;Turkish Air Force Peace Eagle;2005;CF;737-700W;Aug;2003;Europe;1;1
Germany;?;1987;?;MD-80;Aug;?;?;?;?
Hungary;Malev Hungarian Airlines Ltd.;1993;PW;767-200ER;Feb;?;Europe;2;?
Cameroon;Cameroon Airlines;1972;PW;?;May;1972;Africa;1;?
USA;Jackson Square Aviation;2021;?;737 MAX;Feb;2021;?;4;4
Ireland;?;2020;GE;?;Dec;?;Europe;1;1
Switzerland;?;1968;PW;DC-9;Jan;1966;?;?;?
Turkey;Onur Air;1997;PW;MD-80;?;1995;Europe;5;?
?;Arik Air;2009;?;737-800;?;?;Africa;1;1
?;Republic Airlines;?;?;DC-9;Jan;1979;North America;4;4
Germany;?;2010;GE;?;Dec;2005;Europe;4;?
China;?;?;GE;747-400ERF;Aug;?;East Asia;?;2
USA;CIT Aerospace LLC;?;?;737-800;Jan;?;North America;1;0
?;Lufthansa Cargo;?;?;MD-11;?;?;?;?;5
?;?;2019;RR;787-8;?;?;Africa;1;1
China;Air China;1998;PW;747-400M;?;?;?;1;?
?;Libyan Airlines;1975;PW;727;Apr;1974;?;?;3
Mexico;?;1992;?;737-300;Sep;?;?;?;?
USA;?;1965;PW;707/720;?;?;North America;1;?
Azerbaijan;Azerbaijan Airlines;?;GE;?;Feb;2007;?;?;2
China;?;1985;PW;747-200;?;1985;?;1;?
China;?;1992;PW;MD-80;Mar;1990;?;2;2
?;dba;?;CF;737-300;?;1997;Europe;1;?
Japan;Mitsui & Co.;1990;?;MD-11;Dec;?;?;2;2
USA;Air Lease Corporation;?;?;?;Jan;2016;?;1;1
?;Emirates;2011;?;777-300ER;?;2010;?;?;3
China;?;2006;GE;?;Jul;?;East Asia;1;?
Brunei Darussalam;?;?;?;737-200;?;?;?;2;2
?;?;1985;?;737-300;?;?;East Asia;?;1
Hong Kong;?;2016;CF;737-800;?;?;?;6;6
USA;?;?;GE;?;?;2005;North America;3;?
South Africa;?;?;CF;?;Jun;?;?;2;?
?;Japan Transocean Air;?;?;737-800;May;?;East Asia;2;?
?;Mid East Jet;1997;PW;?;Jan;?;?;1;1
?;?;?;?;?;Mar;?;Europe;?;?
?;?;?;?;737-200;?;?;South America;3;3
USA;USAF PAR Program;2017;GE;747-8;Aug;2017;North America;?;2
?;?;1980;PW;?;Jan;1979;Central America and Mexico;6;?
?;?;2009;CF;737-800;Feb;?;?;1;?
Azerbaijan;Azerbaijan Airlines;2012;?;767-300F;?;2010;Central Asia;?;2
Ukraine;Goiania;2012;CF;737-800;Jul;2007;Europe;2;2
?;Iberia Airlines;?;PW;?;?;?;?;?;?
Singapore;Scoot PTE LTD;2015;?;787-9;Oct;2006;?;?;6
Singapore;SilkAir;?;?;737-800;Nov;?;Southeast Asia;6;6
United Kingdom;?;?;?;757-300;?;2000;?;?;?
?;?;1969;?;DC-8;Feb;?;North America;?;1
Germany;LTU;1987;?;?;Jan;1987;Europe;2;2
?;Air France-KLM Group;2016;GE;?;Dec;2011;Europe;?;?
South Korea;Jeju Air;2018;CF;737-800;?;?;East Asia;3;3
USA;American Airlines;?;PW;727;Jan;1974;?;8;8
Iceland;?;2006;?;737-800;?;2005;Europe;?;?
Algeria;?;1974;?;?;Jan;?;Africa;?;1
United Arab Emirates;Dubai Air Wing;1982;PW;727;?;?;?;?;?
?;GPA Group;1991;CF;737-400;?;1988;?;4;4
USA;MarkAir;?;?;?;Dec;1982;North America;2;2
?;Alitalia;?;PW;DC-8;?;?;Europe;2;2
?;US Airways Inc.;1970;?;727;Jan;?;?;2;?
Switzerland;Maritime Investment & Shipping;1979;?;?;Sep;1978;Europe;1;?
?;Novair International Airways;1989;CF;737-400;Apr;1987;Europe;?;2
USA;US Airways Inc.;?;?;?;Jan;?;North America;?;1
South Korea;?;2022;CF;737-800A;Mar;?;?;?;?
Japan;BDS Japan International Tanker;2021;PW;?;Nov;2018;East Asia;?;1
?;Air Austral;2016;?;787-8;Feb;2015;?;?;?
Saudi Arabia;?;1996;GE;?;Oct;1996;?;1;?
Brazil;Varig Airlines;?;RR;707/720;Jan;?;South America;?;1
USA;?;?;PW;DC-8;Apr;1964;North America;1;1
?;?;1970;PW;?;?;?;Africa;1;?
USA;United Airlines;?;?;727;Jan;?;North America;?;9
Algeria;Tassili Airlines;2011;CF;737-800;Oct;?;Africa;4;?
Netherlands;?;1989;PW;767-300ER;Mar;?;Europe;?;1
?;CSA;?;CF;?;Jan;?;Europe;?;2
?;Fiji Airways;2018;?;737 MAX;?;?;Oceania;2;2
Slovakia (Slovak Republic);?;?;?;737-700;Jun;?;Europe;1;1
?;?;?;?;737-800;Dec;?;East Asia;3;?
USA;ATA Airlines Inc.;2001;?;?;?;?;?;5;?
?;Air Asia Company;?;PW;727;Jan;1966;Southeast Asia;1;1
United Arab Emirates;National Airlines;?;?;?;Jan;1973;Middle East;?;4
?;PrivatAir;?;PW;737-200;?;?;Europe;1;1
USA;Hughes Airwest Inc.;?;PW;DC-9;Feb;?;North America;2;?
?;U.S. Air Force;1982;?;?;?;1982;North America;?;?
?;AOF Leasing;?;CF;?;?;?;?;?;?
?;FUERZA AEREA DEL PERU;1995;?;?;?;1995;South America;1;1
?;China Xinjiang Airlines;?;RR;?;Mar;?;East Asia;2;2
?;EgyptAir;1984;?;767-200ER;?;1984;?;3;?
?;TAAG Angola Airlines;?;GE;777-300ER;?;2012;Africa;?;1
?;WEDGE Group;1981;?;727;Sep;1980;?;?;?
?;Royal Brunei Airlines;?;?;?;Mar;1996;Southeast Asia;?;?
Australia;Jetstar - Duplicated (See JSA);2000;RR;?;?;2000;Oceania;?;2
?;?;1998;CF;737-700;Feb;1997;Europe;2;2
Italy;Air Trading 92;1991;PW;MD-80;?;?;?;3;3
Venezuela;?;?;?;?;?;?;South America;?;1
United Arab Emirates;Etihad Airways;?;GE;777-300ER;?;2011;?;?;3
?;?;2012;?;?;Feb;2007;Europe;3;3
Japan;?;?;PW;MD-80;?;?;East Asia;?;2
?;Wardair;1969;PW;707/720;?;?;?;?;1
United Arab Emirates;Dubai Aerospace Enterprise;?;?;737 MAX;Apr;?;Middle East;?;?
Slovenia;Adria Airways d.d.;1969;PW;DC-9;Mar;1969;Europe;?;1
China;Shandong Airlines;?;CF;737-800;Jan;2006;?;2;2
India;?;1961;?;707/720;?;1960;?;?;?
United Arab Emirates;Novus Aviation Capital;2020;GE;?;Nov;2018;?;?;?
USA;Jet America Airlines;1986;PW;MD-80;?;1984;North America;2;2
Kenya;Kenya Airways;?;CF;737-300;?;?;?;?;?
?;?;2005;?;?;Apr;2002;?;?;1
Indonesia;?;1974;?;DC-9;?;1973;Southeast Asia;3;?
?;Bonanza Airlines;?;PW;DC-9;Jul;1963;North America;1;1
USA;Frontier Airlines;?;PW;737-200;Mar;1978;North America;2;?
?;S7 Group;2011;?;?;?;?;Europe;?;?
?;Nordair;1969;?;737-200;?;1967;North America;1;?
?;LATAM Airlines Brasil;?;GE;777-300ER;?;2007;South America;?;4
Mozambique;LAM;1971;?;737-200;?;1971;?;1;?
?;Government of Japan;?;GE;?;Dec;1987;East Asia;2;2
Mauritania;Mauritania Airlines;2016;CF;737-800;?;?;?;1;?
Finland;Finnair;1975;?;DC-10;?;?;Europe;2;2
?;Novus Aviation Capital;2021;GE;777-300ER;Nov;?;Middle East;1;?
Canada;?;1988;GE;767-300ER;Apr;1987;North America;4;?
?;?;?;PW;747-400M;Jan;1989;North America;3;3
?;Philippine Airlines;1996;GE;?;Jan;1996;Southeast Asia;1;?
?;Sobelair;?;CF;737-400;?;?;Europe;1;1
United Arab Emirates;?;2011;GE;777-300ER;Mar;?;?;2;?
USA;Playboy;?;?;DC-9;?;1967;?;?;1
?;Copa Airlines;2002;CF;?;?;1999;?;?;4
USA;?;1988;CF;737-300;?;1986;?;5;5
Belgium;City Bird;1998;PW;?;Mar;1998;?;1;1
?;?;?;?;737-700;Jan;?;North America;1;?
?;?;?;CF;737-500;Sep;1996;South America;?;?
?;Arik Air;?;CF;737-800;Sep;?;Africa;?;?
Sweden;?;?;CF;?;Aug;1988;Europe;?;?
USA;?;1979;PW;?;Jan;?;North America;1;1
?;Socialist Republic of Romania;1974;PW;?;Mar;?;Europe;1;1
?;Japan Airlines Co. Ltd.;?;PW;DC-9;?;1973;East Asia;?;8
USA;Hawaiian Airlines;?;?;MD-80;Jan;1980;?;2;?
Kenya;?;2002;CF;737-700;?;2000;?;1;1
Thailand;?;?;CF;737-800;?;?;Southeast Asia;2;2
?;Jet America Airlines;1981;?;?;Jan;1980;?;1;1
Germany;?;1969;?;?;?;1968;?;2;2
United Kingdom;?;1988;?;MD-80;Dec;1987;Europe;?;2
Nigeria;Nigeria Airways;1977;GE;DC-10;?;1977;Africa;?;?
Bermuda;Novel Leasing;1997;?;?;?;1997;Caribbean;1;1
USA;?;1980;PW;737-200;Mar;1980;North America;?;1
Portugal;TAP Portugal;?;PW;?;Jan;1981;?;?;?
USA;Korean Air Force Peace Eye;?;CF;737-700W;?;?;North America;1;?
?;?;1995;GE;767-300F;Jan;1993;North America;5;?
?;Silk Way Airlines;2015;GE;747-8F;Feb;2015;?;1;1
Bahrain;?;2019;RR;787-9;Jan;?;?;2;2
Vietnam;Vietnam Airlines;2004;PW;?;Jan;?;Southeast Asia;?;?
?;CP Air;1968;PW;?;?;1967;North America;?;5
Chile;?;1980;?;737-200;May;1980;South America;?;1
?;M&T Aviation USA Inc;1999;CF;737-700;Dec;1996;?;?;?
China;Hebei Airlines Company LTD;?;?;737-800;Dec;2013;East Asia;?;1
?;?;?;CF;?;May;?;North America;4;?
?;?;1986;RR;757-200;?;1986;Europe;?;1
?;?;1991;?;MD-80;?;1989;?;2;2
India;?;?;GE;?;?;?;South Asia;?;2
Philippines;?;1968;PW;DC-8;?;?;Southeast Asia;1;1
?;?;?;CF;?;?;2008;Middle East;?;6
?;Air Jamaica-See CBL;?;PW;?;Jun;?;Caribbean;1;1
?;Atlantis Aviation Corporation;?;?;787-9;Sep;2018;East Asia;?;?
USA;Northwest-Merged w Delta;?;PW;?;Jan;2001;North America;2;2
?;Cathay Pacific Airways;?;RR;747-200;?;?;?;?;1
USA;Oak Hill;2012;?;?;?;?;North America;2;2
Slovenia;Adria Airways d.d.;?;?;?;?;?;Europe;1;1
?;?;2016;?;?;?;2014;Middle East;2;2
United Kingdom;?;?;PW;?;Sep;1995;Europe;2;2
Sweden;Scandinavian Airlines;1968;PW;DC-9;Jan;?;?;10;?
?;Aviation Capital Group;2012;CF;737-800;Jan;2008;?;?;?
?;Nepal Airlines Corporation;1987;?;?;Feb;1986;South Asia;1;1
?;DAE Aerospace Enterprise;?;?;?;?;1996;?;?;?
?;Alaska Airlines;1981;PW;?;Jan;?;North America;2;?
Portugal;Republic of Portugal;1971;PW;707/720;Jan;1971;?;?;2
?;?;1975;?;?;?;1974;?;?;?
?;East African Airways;?;PW;?;?;?;Africa;?;?
USA;NASA;1973;PW;737-100;?;1973;North America;1;1
USA;BDS USAF Tanker Program;?;PW;?;Jan;2017;North America;7;7
Gabon;?;1978;?;?;?;1977;?;?;?
China;Hainan Airlines Holding;?;?;737-800;Jan;2006;?;?;1
?;?;?;GE;777F;Mar;2013;?;?;?
?;Delta Air Lines;?;?;DC-8;?;1965;North America;1;1
?;Air Europa;2005;CF;737-800;?;2004;Europe;2;2
?;?;1983;PW;727;?;?;Middle East;1;1
?;Air Zimbabwe;1990;PW;767-200ER;Mar;1989;Africa;?;1
USA;?;1982;PW;?;?;1982;?;2;2
USA;M&T Aviation USA Inc;?;CF;737-700;Dec;?;North America;?;?
Brazil;?;1983;?;?;Jul;?;South America;3;3
USA;?;?;PW;?;Jan;1969;?;6;6
?;?;?;?;?;?;2009;Africa;?;?
Portugal;Air Atlantis;1970;PW;DC-8;?;1969;?;1;1
Romania;?;?;CF;?;?;?;?;2;2
Australia;Jetstar - Duplicated (See JSA);2001;RR;717-200;?;2001;?;?;1
?;Avianca El Salvador;1986;GE;767-200;?;1986;?;?;?
Gibraltar;?;1998;CF;737-300;?;1997;?;?;2
Saudi Arabia;Saudi Arabian Airlines;?;PW;DC-9;?;?;?;3;?
?;Sberbank Leasing;2018;?;737-800;Feb;?;Europe;4;4
?;Qantas Airways;1980;?;?;?;1980;?;?;?
?;City Bird;1998;?;MD-11;May;1997;Europe;1;1
Czech Republic;Smartwings a.s.;?;CF;?;Aug;2013;Europe;1;?
China;?;2002;PW;747-400F;?;2001;?;?;2
?;Air Nippon;1999;CF;737-500;?;1999;?;1;1
USA;Handlingair Establishment;?;PW;727;Feb;1974;North America;1;1
?;Dominicana Airlines;?;?;?;Apr;?;?;?;1
?;?;?;PW;767-300ER;Dec;1999;Europe;4;?
Germany;?;1968;?;727;?;1968;Europe;1;?
?;?;?;?;?;Dec;2004;North America;?;?
China;?;?;CF;?;?;?;East Asia;1;1
?;?;?;?;737-800;Oct;2010;Europe;3;3
Thailand;?;?;?;?;May;2014;?;3;3
USA;United States Navy;2011;CF;737-800A;Jan;2011;North America;2;2
Belgium;?;1979;?;?;?;1979;Europe;1;1
?;?;?;CF;?;Jun;1988;Europe;1;?
?;GATX Financial Corporation;?;?;727;?;?;North America;2;2
USA;Atlas Air Inc.;?;GE;?;?;1999;North America;2;2
?;BDS Australia P-8;2018;CF;?;?;?;?;?;1
Jamaica;Air Jamaica-See CBL;1969;?;DC-9;Jan;1969;Caribbean;?;2
China;Bank of Communications Leasing;2018;GE;?;?;2017;?;?;2
Yemen;?;?;?;737-200;?;1983;Middle East;?;?
Canada;Canadian Air Force;?;PW;707/720;Feb;1970;North America;?;?
Turkey;SunExpress Airlines;?;CF;737-800;Feb;?;?;5;5
?;?;?;RR;MD-90;Jan;1996;?;2;2
Brazil;?;1971;?;727;Jun;1970;?;?;3
USA;Southern Airways - USA (Inacti;?;PW;?;Jun;?;North America;?;?
Colombia;Avianca;1967;PW;727;Jan;1966;South America;?;1
?;Sudan Airways;?;PW;737-200;Dec;?;Africa;?;?
USA;Texas Air Corporation;?;?;DC-9;?;?;?;1;1
?;West Coast Airlines - UK (Inac;1966;?;DC-9;?;1965;Europe;?;?
Israel;EL AL Israel Airlines;?;PW;747-200;?;1968;Middle East;1;1
Japan;?;2005;?;747-400F;Jan;?;East Asia;?;2
?;?;1997;RR;MD-90;Jun;?;?;2;?
Netherlands;Martinair Cargo;1973;?;DC-10;Feb;?;Europe;1;1
?;?;1967;PW;727;?;1967;South America;2;2
?;?;1991;CF;?;?;1987;Europe;?;?
?;?;1979;?;?;Sep;1979;?;1;?
Japan;?;2006;GE;747-400F;Jan;2004;East Asia;1;1
?;Trans Carib Air;1968;GE;?;Mar;?;?;1;?
?;?;1972;?;DC-10;?;1972;North America;2;2
?;Oman Air (SAOC);2022;CF;737 MAX;Mar;?;?;2;2
?;?;2007;?;737-700;?;?;Africa;1;?
Cyprus;Skyways Leasing;2017;CF;?;?;2007;?;1;1
?;?;1979;?;737-200;Mar;1978;Africa;?;1
?;Hashemite Kingdom of Jordan;1980;?;?;?;?;?;1;1
United Arab Emirates;Presidential Flight;1999;GE;747-400;?;1999;?;1;1
?;Air China Southwest Branch;1994;CF;?;Apr;1993;East Asia;2;?
Sweden;Linjeflyg;?;?;737-500;Aug;1988;?;?;?
USA;Boeing Capital Corporation;2019;GE;777F;Aug;2018;North America;1;1
United Kingdom;easyJet;2002;CF;?;Mar;2000;?;4;4
?;Australian Wedgetail;2003;?;737-700W;?;2001;Oceania;1;1
?;?;?;?;707/720;Mar;?;Africa;1;1
?;?;?;?;?;?;?;Europe;?;?
Australia;Trans-Australia Airlines;1964;PW;727;Feb;1963;Oceania;2;2
Reunion;Air Austral;2011;GE;777-200LR;May;2010;Africa;1;1
USA;Ozark Air Lines;1973;?;?;?;?;North America;?;1
USA;Starflite Corporation;1999;RR;757-200;?;1999;North America;?;?
?;Executive Jet Aviation;?;?;707/720;Nov;?;?;?;?
?;Sky Airlines;?;?;737-900ER;May;2006;?;2;?
Saudi Arabia;?;1999;?;777-200ER;Nov;?;Middle East;1;?
USA;Boeing Capital Corporation;2019;?;777F;Dec;2018;North America;1;?
Brazil;?;?;?;DC-10;?;1974;?;?;1
Austria;Lauda Air;2001;?;737-700;?;?;Europe;?;?
?;?;?;?;?;?;1985;Africa;1;1
USA;Panagra Cargo;1966;PW;DC-8;Nov;1965;North America;1;1
Serbia;?;?;PW;737-200;Aug;1986;?;1;1
Indonesia;Lion Air;?;?;737-900ER;Feb;?;?;?;?
Serbia;?;1974;?;727;Feb;1974;Europe;1;?
Russian Federation;BLF Ltd.;2011;CF;?;Mar;2006;Europe;2;?
USA;?;?;GE;?;?;?;North America;4;4
Italy;?;2003;?;767-200ER;Apr;?;Europe;1;?
?;?;?;?;?;Mar;?;Africa;?;1
United Kingdom;Midland Montagu Leasing;?;PW;737-200;?;?;Europe;1;1
South Korea;?;?;?;777-200ER;Jan;2008;East Asia;1;1
?;?;2014;CF;?;?;2010;?;?;?
?;?;?;CF;?;Aug;?;?;1;?
United Kingdom;easyJet;2003;?;737-700;Mar;2000;?;7;7
?;Maersk Air;?;CF;?;Jan;?;?;1;1
?;China Xinhua Airlines;?;CF;737-300;Aug;1992;?;1;?
