?;?;BATTERY;SIMPLE;?;0;?;?;?;8.0
?;?;CRIMINAL DAMAGE;TO PROPERTY;SMALL RETAIL STORE;0;0;?;49.0;1.0
012XX N CENTRAL AVE;0560;ASSAULT;SIMPLE;GAS STATION;?;0;?;37.0;25.0
?;?;OTHER OFFENSE;SEX OFFENDER: FAIL REG NEW ADD;APARTMENT;0;0;9.0;?;60.0
016XX W CHASE AVE;?;?;?;?;?;0;?;49.0;?
?;0620;BURGLARY;?;?;0;?;?;?;22.0
?;0820;THEFT;$500 AND UNDER;?;0;0;?;?;43.0
048XX N AUSTIN AVE;0820;THEFT;$500 AND UNDER;PARKING LOT/GARAGE(NON.RESID.);0;0;16.0;38.0;?
?;0820;THEFT;$500 AND UNDER;OTHER;0;0;17.0;?;?
040XX W NORTH AVE;?;BURGLARY;FORCIBLE ENTRY;OTHER;?;?;25.0;?;?
?;1150;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;OTHER;0;0;14.0;1.0;24.0
?;?;?;SIMPLE;?;?;?;19.0;47.0;6.0
063XX S DR MARTIN LUTHER KING JR DR;0320;ROBBERY;STRONGARM - NO WEAPON;?;0;0;?;?;?
?;?;PUBLIC PEACE VIOLATION;?;AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA;0;0;?;41.0;?
?;0486;BATTERY;?;?;0;?;6.0;6.0;?
?;1320;?;?;?;?;0;7.0;?;68.0
?;2024;NARCOTICS;POSS: HEROIN(WHITE);?;?;0;?;28.0;27.0
?;?;?;DOMESTIC BATTERY SIMPLE;ANIMAL HOSPITAL;0;1;7.0;16.0;?
038XX W ROOSEVELT RD;1821;NARCOTICS;MANU/DEL:CANNABIS 10GM OR LESS;?;1;?;?;24.0;?
038XX W WASHINGTON BLVD;031A;ROBBERY;?;SIDEWALK;0;0;11.0;?;?
048XX S LAMON AVE;?;NARCOTICS;POSS: HEROIN(WHITE);SIDEWALK;1;?;8.0;23.0;56.0
076XX S PHILLIPS AVE;?;CRIMINAL TRESPASS;TO RESIDENCE;?;?;?;4.0;7.0;?
027XX W 68TH ST;?;OTHER OFFENSE;?;?;?;0;8.0;?;?
040XX S ELLIS AVE;0560;ASSAULT;?;APARTMENT;0;1;?;4.0;36.0
?;?;?;AGGRAVATED: HANDGUN;SIDEWALK;?;0;7.0;?;67.0
?;?;?;FROM BUILDING;?;0;?;1.0;?;32.0
110XX S HALSTED ST;0470;PUBLIC PEACE VIOLATION;?;?;1;?;22.0;34.0;49.0
002XX W 31ST ST;0340;ROBBERY;ATTEMPT: STRONGARM-NO WEAPON;ALLEY;?;0;?;11.0;?
?;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE PORCH/HALLWAY;0;0;6.0;?;69.0
?;?;ROBBERY;?;CTA BUS STOP;0;0;9.0;14.0;?
014XX N SEDGWICK ST;1365;?;?;RESIDENCE;1;0;?;27.0;8.0
?;?;?;?;?;?;0;?;27.0;24.0
017XX W 18TH ST;0460;?;SIMPLE;OTHER;1;?;?;25.0;31.0
052XX W DIVERSEY AVE;0910;?;AUTOMOBILE;?;0;?;25.0;?;?
?;0820;THEFT;$500 AND UNDER;OTHER;0;0;22.0;34.0;73.0
017XX N KEYSTONE AVE;?;CRIMINAL DAMAGE;TO VEHICLE;?;0;0;25.0;30.0;20.0
065XX S PULASKI RD;0860;?;RETAIL THEFT;?;0;?;?;13.0;65.0
?;?;?;?;?;0;?;8.0;13.0;65.0
004XX N STATE ST;?;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;?;0;?;?;42.0;?
024XX W BELMONT AVE;?;ASSAULT;AGG PRO.EMP: HANDGUN;?;0;0;19.0;47.0;5.0
?;1330;CRIMINAL TRESPASS;TO LAND;RESIDENCE PORCH/HALLWAY;1;0;3.0;20.0;69.0
?;3731;?;OBSTRUCTING IDENTIFICATION;STREET;?;0;?;9.0;49.0
?;?;?;$500 AND UNDER;STREET;0;0;11.0;27.0;23.0
053XX S CICERO AVE;0560;?;?;?;?;0;?;23.0;56.0
062XX S STONY ISLAND AVE;1780;OFFENSE INVOLVING CHILDREN;OTHER OFFENSE;?;0;0;3.0;5.0;?
?;0486;BATTERY;?;OTHER;0;1;15.0;29.0;25.0
031XX S LOWE AVE;?;?;?;STREET;0;0;?;?;60.0
024XX W HURON ST;0610;?;?;?;0;0;?;1.0;?
?;?;BURGLARY;FORCIBLE ENTRY;RESTAURANT;0;?;24.0;?;1.0
?;?;?;$500 AND UNDER;STREET;?;0;?;41.0;?
005XX N RACINE AVE;?;CRIMINAL DAMAGE;TO VEHICLE;STREET;0;0;?;?;24.0
?;?;ROBBERY;?;?;0;?;4.0;8.0;?
036XX W 26TH ST;?;THEFT;RETAIL THEFT;SMALL RETAIL STORE;0;?;10.0;22.0;?
002XX S STATE ST;3710;INTERFERENCE WITH PUBLIC OFFICER;RESIST/OBSTRUCT/DISARM OFFICER;?;1;0;1.0;?;?
063XX S KIMBARK AVE;?;ROBBERY;?;SIDEWALK;?;0;3.0;?;42.0
043XX S ST LOUIS AVE;?;BURGLARY;FORCIBLE ENTRY;?;?;0;8.0;14.0;58.0
?;0610;BURGLARY;?;?;?;0;7.0;6.0;68.0
003XX N CENTRAL AVE;1330;CRIMINAL TRESPASS;TO LAND;APARTMENT;1;?;15.0;28.0;25.0
002XX N MAYFIELD AVE;?;?;?;STREET;0;0;15.0;29.0;?
?;?;THEFT;OVER $500;VEHICLE NON-COMMERCIAL;0;0;9.0;?;?
033XX W MAYPOLE AVE;?;OTHER OFFENSE;HARASSMENT BY TELEPHONE;?;0;0;11.0;28.0;27.0
0000X N HALSTED ST;0486;BATTERY;?;STREET;1;1;?;27.0;28.0
063XX W BELMONT AVE;?;?;SIMPLE;ALLEY;?;0;?;36.0;17.0
0000X E 74TH ST;4651;?;SEX OFFENDER: FAIL REG NEW ADD;?;0;?;?;6.0;69.0
010XX E 73RD ST;1310;CRIMINAL DAMAGE;TO PROPERTY;APARTMENT;0;?;3.0;5.0;?
121XX S PARNELL AVE;?;OTHER OFFENSE;?;RESIDENCE;?;1;5.0;?;?
?;?;NARCOTICS;POSS: HEROIN(BRN/TAN);?;?;0;22.0;21.0;73.0
?;0810;THEFT;OVER $500;LIBRARY;?;?;?;?;32.0
?;143B;?;UNLAWFUL POSS OTHER FIREARM;?;?;0;?;21.0;?
?;?;?;SIMPLE;PARKING LOT/GARAGE(NON.RESID.);0;0;?;2.0;?
014XX W DIVISION ST;?;?;CREDIT CARD FRAUD;PARKING LOT/GARAGE(NON.RESID.);?;0;14.0;?;?
083XX S ASHLAND AVE;1310;?;?;RESTAURANT;0;0;?;21.0;71.0
025XX S CALIFORNIA AVE;?;CRIMINAL TRESPASS;TO LAND;?;0;0;?;?;30.0
?;031A;?;ARMED: HANDGUN;?;0;?;?;8.0;48.0
004XX S CLINTON ST;?;THEFT;?;CTA PLATFORM;0;0;1.0;2.0;28.0
004XX N STATE ST;?;?;?;SIDEWALK;?;0;?;42.0;?
?;?;CRIMINAL DAMAGE;?;PARKING LOT/GARAGE(NON.RESID.);?;0;1.0;2.0;32.0
?;?;ASSAULT;SIMPLE;?;1;1;15.0;37.0;25.0
?;?;ASSAULT;?;?;?;?;?;?;48.0
?;?;?;?;RESIDENCE;0;1;3.0;7.0;43.0
056XX W BLOOMINGDALE AVE;0810;THEFT;?;?;?;?;25.0;29.0;?
030XX W HARRISON ST;?;THEFT;$500 AND UNDER;STREET;0;?;?;?;27.0
084XX S DREXEL AVE;2820;?;TELEPHONE THREAT;RESIDENCE;?;1;?;8.0;44.0
023XX W JACKSON BLVD;031A;ROBBERY;ARMED: HANDGUN;SIDEWALK;0;?;12.0;?;28.0
?;?;BATTERY;SIMPLE;?;?;?;15.0;?;25.0
042XX W WALTON ST;?;THEFT;?;RESIDENCE;0;0;11.0;37.0;?
018XX S RUBLE ST;0460;BATTERY;SIMPLE;GAS STATION;0;?;12.0;?;?
021XX W COULTER ST;?;NARCOTICS;?;RESIDENCE;?;0;?;?;31.0
?;?;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;CHURCH/SYNAGOGUE/PLACE OF WORSHIP;0;0;18.0;?;8.0
012XX N HOMAN AVE;?;BATTERY;SIMPLE;?;?;0;?;26.0;?
?;0486;BATTERY;?;RESIDENCE;?;1;5.0;?;?
?;0460;?;SIMPLE;RESIDENCE;0;0;?;49.0;1.0
030XX E 92ND ST;?;DECEPTIVE PRACTICE;?;?;1;?;?;10.0;46.0
?;?;OTHER OFFENSE;TELEPHONE THREAT;OTHER;0;?;?;6.0;44.0
050XX N WINTHROP AVE;0560;?;SIMPLE;?;0;?;?;48.0;?
?;031A;ROBBERY;?;?;0;?;4.0;?;?
001XX W 103RD ST;?;BURGLARY;FORCIBLE ENTRY;TAVERN/LIQUOR STORE;0;?;?;9.0;49.0
?;?;?;OVER $500;STREET;0;?;12.0;27.0;?
?;?;ASSAULT;?;OTHER;?;?;?;47.0;4.0
039XX W FOSTER AVE;0810;?;OVER $500;NURSING HOME/RETIREMENT HOME;?;0;?;?;14.0
018XX N LAWNDALE AVE;0420;BATTERY;AGGRAVATED:KNIFE/CUTTING INSTR;RESIDENCE;0;0;25.0;26.0;22.0
034XX N NAGLE AVE;0810;THEFT;OVER $500;?;0;0;16.0;36.0;17.0
046XX S MICHIGAN AVE;1320;?;TO VEHICLE;PARKING LOT/GARAGE(NON.RESID.);?;?;2.0;?;?
033XX W MAYPOLE AVE;0820;?;$500 AND UNDER;APARTMENT;0;1;11.0;28.0;?
022XX N LINCOLN AVE;0820;THEFT;$500 AND UNDER;SIDEWALK;0;?;?;43.0;?
039XX N SHERIDAN RD;0820;THEFT;$500 AND UNDER;?;0;?;?;?;?
064XX N PAULINA ST;0910;MOTOR VEHICLE THEFT;?;STREET;?;0;24.0;?;1.0
