?;?;BATTERY;?;?;0;?;?;42.0;8.0
016XX W HOWARD ST;?;CRIMINAL DAMAGE;TO PROPERTY;?;0;0;24.0;?;1.0
012XX N CENTRAL AVE;0560;ASSAULT;?;?;0;0;?;37.0;?
033XX S CARPENTER ST;4651;?;SEX OFFENDER: FAIL REG NEW ADD;APARTMENT;0;0;9.0;11.0;60.0
?;0890;THEFT;FROM BUILDING;?;?;?;?;49.0;1.0
031XX W MEDILL AVE;0620;BURGLARY;?;OTHER;?;0;?;26.0;22.0
?;?;?;$500 AND UNDER;?;?;?;3.0;5.0;?
?;?;THEFT;?;?;0;0;?;?;15.0
?;0820;THEFT;$500 AND UNDER;OTHER;0;0;17.0;?;13.0
040XX W NORTH AVE;0610;?;?;?;0;?;?;30.0;?
015XX N ASHLAND AVE;?;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;OTHER;?;0;14.0;1.0;24.0
013XX W IRVING PARK RD;?;?;?;RESTAURANT;?;?;19.0;?;6.0
063XX S DR MARTIN LUTHER KING JR DR;?;ROBBERY;STRONGARM - NO WEAPON;SIDEWALK;0;?;?;?;?
?;?;PUBLIC PEACE VIOLATION;BOMB THREAT;AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA;0;?;?;?;?
080XX S EVANS AVE;?;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;0;?;?;6.0;44.0
?;?;CRIMINAL DAMAGE;?;?;?;?;?;?;?
033XX W MONROE ST;?;?;POSS: HEROIN(WHITE);?;1;?;?;28.0;27.0
?;?;?;?;ANIMAL HOSPITAL;?;?;?;16.0;67.0
038XX W ROOSEVELT RD;1821;?;MANU/DEL:CANNABIS 10GM OR LESS;SIDEWALK;?;?;?;24.0;?
038XX W WASHINGTON BLVD;031A;?;ARMED: HANDGUN;?;?;0;11.0;28.0;26.0
048XX S LAMON AVE;?;NARCOTICS;?;SIDEWALK;?;0;8.0;23.0;56.0
?;1365;?;TO RESIDENCE;RESIDENCE;?;0;?;?;?
?;4650;?;?;HOSPITAL BUILDING/GROUNDS;?;0;8.0;?;?
?;0560;?;?;?;?;?;2.0;?;?
021XX W 64TH ST;041A;?;?;?;?;?;7.0;15.0;67.0
0000X S STATE ST;0890;THEFT;?;?;?;0;?;42.0;?
?;0470;PUBLIC PEACE VIOLATION;?;?;1;?;?;?;?
002XX W 31ST ST;0340;ROBBERY;ATTEMPT: STRONGARM-NO WEAPON;ALLEY;?;?;9.0;11.0;34.0
076XX S ST LAWRENCE AVE;1310;?;?;RESIDENCE PORCH/HALLWAY;0;0;?;?;?
050XX S WESTERN AVE;031A;?;?;?;0;0;?;?;?
014XX N SEDGWICK ST;1365;CRIMINAL TRESPASS;TO RESIDENCE;?;1;0;?;27.0;8.0
?;0890;THEFT;?;?;?;?;?;?;24.0
?;0460;BATTERY;?;OTHER;?;0;?;25.0;?
052XX W DIVERSEY AVE;?;?;?;PARKING LOT/GARAGE(NON.RESID.);?;0;?;31.0;19.0
?;?;?;$500 AND UNDER;OTHER;?;?;22.0;?;73.0
?;1320;?;?;?;?;0;?;?;20.0
065XX S PULASKI RD;?;THEFT;RETAIL THEFT;SMALL RETAIL STORE;0;?;?;?;65.0
?;?;?;TO VEHICLE;?;0;?;?;?;?
?;?;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;?;?;?;18.0;?;?
?;?;ASSAULT;?;?;0;?;19.0;?;?
063XX S DR MARTIN LUTHER KING JR DR;1330;CRIMINAL TRESPASS;?;RESIDENCE PORCH/HALLWAY;?;?;?;?;?
?;3731;?;OBSTRUCTING IDENTIFICATION;STREET;1;0;?;9.0;?
?;0820;THEFT;?;?;?;0;?;?;23.0
?;?;ASSAULT;?;WAREHOUSE;?;?;8.0;23.0;?
?;1780;?;OTHER OFFENSE;SCHOOL PUBLIC BUILDING;0;?;?;5.0;?
001XX N WALLER AVE;0486;?;?;?;0;1;?;29.0;?
?;?;ROBBERY;?;STREET;0;0;?;11.0;60.0
024XX W HURON ST;?;BURGLARY;?;?;0;?;12.0;1.0;24.0
070XX N GLENWOOD AVE;?;BURGLARY;?;RESTAURANT;?;0;?;?;?
054XX N CUMBERLAND AVE;0820;THEFT;$500 AND UNDER;?;?;?;?;41.0;76.0
005XX N RACINE AVE;1320;?;?;STREET;?;0;?;27.0;?
089XX S HARPER AVE;033A;?;?;STREET;?;?;4.0;?;?
036XX W 26TH ST;0860;?;?;?;0;0;10.0;22.0;30.0
002XX S STATE ST;?;INTERFERENCE WITH PUBLIC OFFICER;?;CTA STATION;1;0;1.0;42.0;?
?;?;ROBBERY;?;SIDEWALK;?;?;3.0;20.0;42.0
043XX S ST LOUIS AVE;0610;?;FORCIBLE ENTRY;?;?;?;?;14.0;58.0
002XX W MARQUETTE RD;0610;?;FORCIBLE ENTRY;OTHER;0;?;7.0;?;?
003XX N CENTRAL AVE;1330;?;TO LAND;?;1;?;?;?;25.0
002XX N MAYFIELD AVE;031A;?;ARMED: HANDGUN;STREET;?;?;?;29.0;25.0
045XX S ROCKWELL ST;?;?;?;?;0;0;?;?;58.0
033XX W MAYPOLE AVE;?;OTHER OFFENSE;?;APARTMENT;?;0;?;28.0;27.0
?;0486;BATTERY;DOMESTIC BATTERY SIMPLE;?;?;?;12.0;?;28.0
063XX W BELMONT AVE;?;?;?;?;0;?;16.0;?;17.0
?;?;?;SEX OFFENDER: FAIL REG NEW ADD;APARTMENT;?;?;3.0;?;69.0
?;?;?;TO PROPERTY;APARTMENT;?;1;?;?;?
121XX S PARNELL AVE;2826;?;HARASSMENT BY ELECTRONIC MEANS;RESIDENCE;?;1;5.0;34.0;53.0
098XX S PARNELL AVE;?;?;POSS: HEROIN(BRN/TAN);STREET;?;0;22.0;?;?
004XX S STATE ST;?;?;?;LIBRARY;0;0;?;2.0;32.0
096XX S CARPENTER ST;143B;?;?;STREET;1;?;22.0;?;?
010XX S HAMILTON AVE;0460;?;SIMPLE;PARKING LOT/GARAGE(NON.RESID.);0;?;?;?;28.0
014XX W DIVISION ST;?;DECEPTIVE PRACTICE;?;?;0;0;?;?;24.0
083XX S ASHLAND AVE;1310;?;TO PROPERTY;?;0;?;?;?;?
?;1330;?;TO LAND;?;?;0;?;?;30.0
092XX S CLYDE AVE;?;ROBBERY;ARMED: HANDGUN;?;0;?;4.0;?;?
004XX S CLINTON ST;0810;?;OVER $500;?;?;0;1.0;?;28.0
004XX N STATE ST;?;?;?;?;?;0;?;42.0;?
?;?;?;TO VEHICLE;PARKING LOT/GARAGE(NON.RESID.);0;0;?;2.0;?
054XX W RICE ST;0560;?;?;?;1;?;15.0;37.0;25.0
?;?;ASSAULT;?;?;?;0;?;?;48.0
073XX S COLES AVE;0486;?;DOMESTIC BATTERY SIMPLE;?;?;?;?;7.0;?
?;0810;?;OVER $500;?;0;?;?;29.0;25.0
030XX W HARRISON ST;?;THEFT;?;STREET;0;0;11.0;?;27.0
?;2820;OTHER OFFENSE;?;RESIDENCE;?;?;6.0;8.0;44.0
?;031A;ROBBERY;?;SIDEWALK;0;0;12.0;?;?
049XX W OHIO ST;0460;?;?;APARTMENT;?;?;15.0;37.0;25.0
042XX W WALTON ST;?;?;?;RESIDENCE;0;0;11.0;?;?
?;0460;BATTERY;SIMPLE;?;?;?;?;25.0;?
?;1812;NARCOTICS;POSS: CANNABIS MORE THAN 30GMS;?;1;?;?;?;?
009XX N LA SALLE DR;1150;?;CREDIT CARD FRAUD;?;?;?;?;42.0;?
012XX N HOMAN AVE;?;?;SIMPLE;?;0;?;?;26.0;23.0
114XX S FOREST AVE;0486;?;DOMESTIC BATTERY SIMPLE;?;0;1;5.0;?;?
073XX N WINCHESTER AVE;?;BATTERY;?;?;?;?;24.0;?;?
030XX E 92ND ST;?;?;FRAUD OR CONFIDENCE GAME;BANK;1;?;?;?;46.0
?;2820;OTHER OFFENSE;?;OTHER;?;1;6.0;6.0;?
050XX N WINTHROP AVE;0560;ASSAULT;SIMPLE;?;?;?;20.0;?;?
?;?;?;?;?;?;0;?;10.0;46.0
?;?;BURGLARY;?;?;?;?;?;?;49.0
001XX N ELIZABETH ST;?;?;?;STREET;0;?;?;?;?
044XX N DAMEN AVE;0560;?;SIMPLE;?;?;0;19.0;47.0;4.0
039XX W FOSTER AVE;0810;THEFT;?;NURSING HOME/RETIREMENT HOME;0;0;?;39.0;?
?;0420;?;?;RESIDENCE;0;?;?;?;22.0
034XX N NAGLE AVE;0810;THEFT;OVER $500;STREET;?;0;?;36.0;17.0
?;?;CRIMINAL DAMAGE;?;PARKING LOT/GARAGE(NON.RESID.);0;0;2.0;3.0;?
033XX W MAYPOLE AVE;?;THEFT;$500 AND UNDER;APARTMENT;0;?;11.0;?;?
022XX N LINCOLN AVE;?;THEFT;$500 AND UNDER;SIDEWALK;?;0;?;43.0;?
039XX N SHERIDAN RD;0820;?;?;CTA STATION;?;?;?;44.0;?
064XX N PAULINA ST;0910;MOTOR VEHICLE THEFT;?;?;0;?;24.0;40.0;?
?;143A;?;?;PARKING LOT/GARAGE(NON.RESID.);1;0;22.0;34.0;73.0
?;?;OTHER OFFENSE;HARASSMENT BY ELECTRONIC MEANS;?;0;?;6.0;?;44.0
077XX S PHILLIPS AVE;?;ROBBERY;?;?;0;0;4.0;7.0;?
016XX E 95TH ST;?;THEFT;$500 AND UNDER;?;?;0;?;7.0;?
?;?;THEFT;?;?;?;0;24.0;?;?
059XX S KEELER AVE;?;ASSAULT;SIMPLE;APARTMENT;?;?;8.0;?;65.0
076XX S COLES AVE;?;?;$500 AND UNDER;?;?;0;?;?;?
?;?;?;?;STREET;0;?;8.0;18.0;70.0
071XX S HOYNE AVE;0486;BATTERY;?;STREET;1;?;7.0;?;67.0
?;?;?;?;?;?;?;?;?;24.0
031XX W DOUGLAS BLVD;?;?;AGGRAVATED: OTHER DANG WEAPON;STREET;?;?;10.0;24.0;29.0
055XX W CONGRESS PKWY;?;?;AUTOMOBILE;?;0;0;15.0;?;25.0
003XX S CAMPBELL AVE;0910;MOTOR VEHICLE THEFT;?;?;?;?;11.0;?;28.0
012XX W 18TH ST;0890;?;?;BAR OR TAVERN;0;?;12.0;25.0;?
012XX S KOLIN AVE;?;?;?;?;?;?;10.0;?;29.0
090XX S DAUPHIN AVE;0820;THEFT;?;?;?;?;6.0;8.0;44.0
?;141A;?;UNLAWFUL USE HANDGUN;?;?;0;20.0;40.0;?
0000X W CHECKPOINT 7A ST;5007;OTHER OFFENSE;?;?;0;0;16.0;?;?
?;0496;?;?;RESIDENCE;?;1;9.0;?;61.0
?;0620;?;UNLAWFUL ENTRY;RESIDENCE;?;?;?;31.0;19.0
062XX S SEELEY AVE;1811;NARCOTICS;?;RESIDENCE;?;0;?;15.0;67.0
?;2820;OTHER OFFENSE;?;RESIDENCE;0;?;?;?;?
067XX S PEORIA ST;?;?;?;?;0;0;7.0;?;68.0
078XX S DREXEL AVE;1154;DECEPTIVE PRACTICE;?;?;?;?;6.0;6.0;69.0
0000X W B9 ST;0820;THEFT;$500 AND UNDER;?;?;?;16.0;?;?
010XX W BELMONT AVE;0560;?;?;?;0;?;?;44.0;?
?;0486;BATTERY;?;?;0;?;4.0;7.0;43.0
?;2820;OTHER OFFENSE;?;?;?;1;22.0;21.0;?
048XX N BROADWAY;?;?;$500 AND UNDER;OTHER;1;0;?;48.0;?
069XX S JUSTINE ST;?;NARCOTICS;?;?;?;0;?;?;?
?;1153;?;FINANCIAL IDENTITY THEFT OVER $ 300;?;0;0;5.0;34.0;?
075XX N PAULINA ST;1210;DECEPTIVE PRACTICE;?;?;?;0;?;49.0;?
051XX S CICERO AVE;?;?;?;SMALL RETAIL STORE;0;0;8.0;23.0;56.0
?;?;?;?;SCHOOL PUBLIC BUILDING;?;0;?;?;35.0
?;0460;BATTERY;?;SIDEWALK;1;?;18.0;42.0;?
075XX S EXCHANGE AVE;?;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT $300 AND UNDER;TAVERN/LIQUOR STORE;0;0;4.0;7.0;?
041XX W MAYPOLE AVE;031A;?;ARMED: HANDGUN;?;0;0;11.0;?;26.0
018XX S LOOMIS ST;?;?;SIMPLE;APARTMENT;?;1;?;?;?
?;?;?;?;SIDEWALK;1;0;?;28.0;?
?;?;THEFT;OVER $500;?;0;?;14.0;?;24.0
008XX N MICHIGAN AVE;0860;?;?;DEPARTMENT STORE;?;?;?;?;?
024XX W WINNEMAC AVE;0890;THEFT;?;?;0;0;?;47.0;?
?;?;ASSAULT;SIMPLE;?;?;?;4.0;?;?
066XX S BISHOP ST;051A;ASSAULT;?;ALLEY;0;0;?;17.0;67.0
?;0486;?;?;ALLEY;0;?;?;?;71.0
?;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;?;?;?;9.0;14.0;58.0
