?;0460;?;?;?;0;0;?;42.0;8.0
016XX W HOWARD ST;1310;?;TO PROPERTY;SMALL RETAIL STORE;0;0;?;49.0;1.0
?;0560;ASSAULT;SIMPLE;GAS STATION;0;?;?;37.0;25.0
033XX S CARPENTER ST;?;OTHER OFFENSE;SEX OFFENDER: FAIL REG NEW ADD;APARTMENT;0;?;9.0;11.0;?
?;0890;THEFT;FROM BUILDING;OTHER;?;0;24.0;?;?
031XX W MEDILL AVE;0620;BURGLARY;?;OTHER;0;0;14.0;26.0;22.0
?;?;THEFT;?;STREET;?;0;3.0;5.0;?
048XX N AUSTIN AVE;?;THEFT;$500 AND UNDER;PARKING LOT/GARAGE(NON.RESID.);?;0;?;38.0;?
056XX N SPAULDING AVE;0820;THEFT;$500 AND UNDER;?;?;0;?;?;13.0
?;?;BURGLARY;?;?;0;0;25.0;30.0;23.0
015XX N ASHLAND AVE;1150;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;?;0;0;14.0;1.0;24.0
?;0560;?;?;RESTAURANT;1;0;19.0;47.0;6.0
?;0320;ROBBERY;STRONGARM - NO WEAPON;SIDEWALK;0;?;3.0;?;69.0
?;?;?;BOMB THREAT;?;?;0;16.0;41.0;?
?;0486;BATTERY;?;?;0;1;6.0;6.0;?
?;1320;?;TO VEHICLE;?;?;0;7.0;16.0;68.0
033XX W MONROE ST;2024;?;?;?;1;0;11.0;28.0;27.0
055XX S BISHOP ST;0486;?;?;ANIMAL HOSPITAL;0;1;?;?;?
?;1821;?;MANU/DEL:CANNABIS 10GM OR LESS;SIDEWALK;1;0;?;?;?
?;031A;ROBBERY;ARMED: HANDGUN;SIDEWALK;?;0;?;28.0;26.0
048XX S LAMON AVE;?;NARCOTICS;POSS: HEROIN(WHITE);SIDEWALK;?;?;?;23.0;56.0
076XX S PHILLIPS AVE;1365;?;TO RESIDENCE;RESIDENCE;?;0;?;7.0;?
027XX W 68TH ST;?;OTHER OFFENSE;SEX OFFENDER: FAIL TO REGISTER;HOSPITAL BUILDING/GROUNDS;?;?;?;?;66.0
?;0560;ASSAULT;?;APARTMENT;0;1;2.0;?;?
?;?;?;?;?;0;0;?;15.0;67.0
?;?;?;FROM BUILDING;SMALL RETAIL STORE;0;0;1.0;42.0;32.0
?;0470;PUBLIC PEACE VIOLATION;RECKLESS CONDUCT;CURRENCY EXCHANGE;1;?;22.0;34.0;49.0
?;?;ROBBERY;ATTEMPT: STRONGARM-NO WEAPON;ALLEY;0;0;?;11.0;34.0
076XX S ST LAWRENCE AVE;1310;?;TO PROPERTY;?;?;?;6.0;6.0;69.0
050XX S WESTERN AVE;031A;?;ARMED: HANDGUN;CTA BUS STOP;?;?;9.0;14.0;63.0
014XX N SEDGWICK ST;?;?;TO RESIDENCE;?;1;?;18.0;27.0;8.0
014XX W CHICAGO AVE;?;?;FROM BUILDING;BAR OR TAVERN;?;0;12.0;27.0;?
017XX W 18TH ST;?;BATTERY;SIMPLE;?;1;0;12.0;?;31.0
?;0910;MOTOR VEHICLE THEFT;?;?;0;?;25.0;?;?
010XX W 103RD PL;0820;THEFT;$500 AND UNDER;OTHER;?;?;22.0;34.0;?
?;1320;CRIMINAL DAMAGE;?;STREET;?;?;?;30.0;?
?;?;THEFT;RETAIL THEFT;SMALL RETAIL STORE;0;0;8.0;?;?
076XX S CICERO AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;PARKING LOT/GARAGE(NON.RESID.);0;0;8.0;13.0;?
?;1150;?;CREDIT CARD FRAUD;SIDEWALK;?;?;?;42.0;?
?;0555;ASSAULT;AGG PRO.EMP: HANDGUN;?;0;?;19.0;47.0;5.0
?;?;CRIMINAL TRESPASS;TO LAND;RESIDENCE PORCH/HALLWAY;1;?;3.0;20.0;69.0
?;?;INTERFERENCE WITH PUBLIC OFFICER;OBSTRUCTING IDENTIFICATION;?;1;0;5.0;?;?
?;0820;?;$500 AND UNDER;?;0;0;?;27.0;23.0
?;?;ASSAULT;?;?;?;?;8.0;?;56.0
062XX S STONY ISLAND AVE;1780;OFFENSE INVOLVING CHILDREN;OTHER OFFENSE;SCHOOL PUBLIC BUILDING;?;0;3.0;5.0;42.0
?;0486;?;?;OTHER;0;1;15.0;29.0;25.0
?;031A;ROBBERY;ARMED: HANDGUN;STREET;0;0;9.0;11.0;60.0
024XX W HURON ST;0610;?;FORCIBLE ENTRY;?;?;0;?;1.0;24.0
070XX N GLENWOOD AVE;0610;BURGLARY;?;?;?;?;?;49.0;1.0
?;?;?;$500 AND UNDER;STREET;?;?;16.0;?;?
?;?;CRIMINAL DAMAGE;?;?;0;0;12.0;?;?
?;?;ROBBERY;ATTEMPT: ARMED-HANDGUN;STREET;0;?;?;8.0;48.0
036XX W 26TH ST;0860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;0;?;10.0;?;30.0
?;3710;INTERFERENCE WITH PUBLIC OFFICER;?;CTA STATION;1;0;?;42.0;32.0
?;031A;ROBBERY;ARMED: HANDGUN;SIDEWALK;0;0;3.0;?;42.0
?;0610;?;FORCIBLE ENTRY;?;?;?;8.0;14.0;?
002XX W MARQUETTE RD;0610;BURGLARY;FORCIBLE ENTRY;OTHER;0;0;7.0;6.0;?
?;?;CRIMINAL TRESPASS;TO LAND;APARTMENT;?;0;?;?;?
002XX N MAYFIELD AVE;031A;ROBBERY;ARMED: HANDGUN;STREET;0;0;15.0;29.0;25.0
045XX S ROCKWELL ST;?;THEFT;OVER $500;?;?;0;?;?;?
033XX W MAYPOLE AVE;?;OTHER OFFENSE;HARASSMENT BY TELEPHONE;APARTMENT;?;?;11.0;28.0;?
0000X N HALSTED ST;?;?;?;?;1;1;12.0;?;?
063XX W BELMONT AVE;?;BATTERY;SIMPLE;ALLEY;0;0;16.0;36.0;17.0
?;?;OTHER OFFENSE;SEX OFFENDER: FAIL REG NEW ADD;?;0;?;?;6.0;69.0
010XX E 73RD ST;1310;?;TO PROPERTY;APARTMENT;0;1;?;?;?
121XX S PARNELL AVE;?;?;HARASSMENT BY ELECTRONIC MEANS;RESIDENCE;?;1;?;34.0;?
098XX S PARNELL AVE;?;?;?;?;1;?;?;?;?
004XX S STATE ST;?;THEFT;OVER $500;LIBRARY;0;0;1.0;2.0;32.0
096XX S CARPENTER ST;?;WEAPONS VIOLATION;UNLAWFUL POSS OTHER FIREARM;STREET;?;0;22.0;21.0;73.0
010XX S HAMILTON AVE;0460;BATTERY;?;PARKING LOT/GARAGE(NON.RESID.);?;?;12.0;2.0;28.0
?;1150;DECEPTIVE PRACTICE;?;PARKING LOT/GARAGE(NON.RESID.);?;?;14.0;1.0;?
?;1310;?;TO PROPERTY;RESTAURANT;0;0;?;?;?
025XX S CALIFORNIA AVE;?;CRIMINAL TRESPASS;TO LAND;RESIDENTIAL YARD (FRONT/BACK);0;0;10.0;?;30.0
092XX S CLYDE AVE;?;?;ARMED: HANDGUN;?;?;?;4.0;8.0;48.0
004XX S CLINTON ST;?;THEFT;?;CTA PLATFORM;?;?;1.0;2.0;?
004XX N STATE ST;0870;?;POCKET-PICKING;SIDEWALK;?;0;18.0;?;?
?;1320;CRIMINAL DAMAGE;?;PARKING LOT/GARAGE(NON.RESID.);?;0;1.0;?;32.0
?;?;?;SIMPLE;VEHICLE NON-COMMERCIAL;1;1;?;37.0;?
092XX S ANTHONY AVE;0560;?;SIMPLE;?;?;0;4.0;7.0;48.0
073XX S COLES AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;?;0;1;3.0;7.0;43.0
056XX W BLOOMINGDALE AVE;0810;?;OVER $500;PARKING LOT/GARAGE(NON.RESID.);?;0;25.0;?;?
?;0820;THEFT;?;?;0;0;?;28.0;27.0
084XX S DREXEL AVE;2820;OTHER OFFENSE;?;RESIDENCE;0;1;6.0;?;44.0
023XX W JACKSON BLVD;031A;ROBBERY;ARMED: HANDGUN;SIDEWALK;?;0;12.0;?;?
?;?;BATTERY;SIMPLE;APARTMENT;0;0;?;37.0;25.0
?;?;?;?;RESIDENCE;0;0;?;?;23.0
018XX S RUBLE ST;?;?;?;?;0;0;?;25.0;?
?;1812;?;POSS: CANNABIS MORE THAN 30GMS;?;1;0;?;25.0;?
009XX N LA SALLE DR;1150;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;?;?;0;18.0;?;?
?;?;BATTERY;?;FACTORY/MANUFACTURING BUILDING;0;?;14.0;26.0;?
114XX S FOREST AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;?;0;1;5.0;9.0;49.0
073XX N WINCHESTER AVE;0460;?;SIMPLE;?;0;?;?;49.0;?
?;1130;DECEPTIVE PRACTICE;?;?;1;0;?;?;?
004XX E 81ST ST;?;?;TELEPHONE THREAT;?;0;?;6.0;6.0;?
050XX N WINTHROP AVE;0560;ASSAULT;SIMPLE;APARTMENT;0;?;?;?;?
084XX S BUFFALO AVE;?;ROBBERY;ARMED: HANDGUN;SIDEWALK;0;0;4.0;10.0;46.0
?;?;BURGLARY;?;TAVERN/LIQUOR STORE;0;?;5.0;9.0;?
001XX N ELIZABETH ST;0810;?;OVER $500;?;0;0;12.0;27.0;28.0
044XX N DAMEN AVE;?;ASSAULT;SIMPLE;OTHER;?;0;19.0;47.0;?
039XX W FOSTER AVE;?;THEFT;OVER $500;NURSING HOME/RETIREMENT HOME;0;?;?;?;?
?;0420;?;AGGRAVATED:KNIFE/CUTTING INSTR;?;0;0;25.0;26.0;22.0
034XX N NAGLE AVE;0810;?;OVER $500;STREET;0;0;?;36.0;?
?;?;?;?;PARKING LOT/GARAGE(NON.RESID.);?;?;2.0;3.0;38.0
033XX W MAYPOLE AVE;?;THEFT;$500 AND UNDER;APARTMENT;0;1;?;28.0;27.0
022XX N LINCOLN AVE;0820;THEFT;$500 AND UNDER;?;?;?;?;43.0;?
039XX N SHERIDAN RD;0820;THEFT;$500 AND UNDER;CTA STATION;0;?;?;44.0;6.0
?;?;?;?;STREET;0;0;?;40.0;1.0
100XX S HALSTED ST;143A;?;UNLAWFUL POSS OF HANDGUN;PARKING LOT/GARAGE(NON.RESID.);1;?;22.0;?;?
?;2826;?;?;?;0;0;6.0;8.0;44.0
?;?;?;AGGRAVATED;SIDEWALK;?;?;4.0;7.0;43.0
?;?;THEFT;?;OTHER;0;?;4.0;7.0;?
076XX N ROGERS AVE;?;THEFT;OVER $500;?;?;?;24.0;49.0;?
?;?;?;SIMPLE;APARTMENT;0;1;8.0;?;65.0
?;0820;?;?;OTHER;0;0;?;7.0;43.0
