004XX N WABASH AVE;0460;BATTERY;?;?;?;?;18.0;?;8.0
016XX W HOWARD ST;1310;CRIMINAL DAMAGE;?;?;0;?;?;?;?
012XX N CENTRAL AVE;0560;?;?;?;0;0;?;?;25.0
?;4651;OTHER OFFENSE;SEX OFFENDER: FAIL REG NEW ADD;?;0;0;9.0;11.0;?
016XX W CHASE AVE;0890;THEFT;?;OTHER;?;0;24.0;49.0;1.0
?;0620;?;UNLAWFUL ENTRY;OTHER;?;0;14.0;26.0;22.0
023XX E 68TH ST;0820;THEFT;$500 AND UNDER;?;?;0;3.0;5.0;?
048XX N AUSTIN AVE;0820;THEFT;$500 AND UNDER;?;?;?;?;?;15.0
056XX N SPAULDING AVE;0820;THEFT;$500 AND UNDER;OTHER;0;0;?;40.0;13.0
040XX W NORTH AVE;0610;BURGLARY;?;OTHER;0;0;25.0;?;23.0
?;1150;DECEPTIVE PRACTICE;?;OTHER;0;0;14.0;1.0;24.0
?;0560;ASSAULT;SIMPLE;RESTAURANT;1;?;?;47.0;6.0
063XX S DR MARTIN LUTHER KING JR DR;?;ROBBERY;?;?;0;0;?;20.0;?
100XX W OHARE ST;2850;?;?;?;?;0;16.0;?;76.0
080XX S EVANS AVE;0486;?;?;RESIDENCE;0;?;?;6.0;?
061XX S ABERDEEN ST;?;CRIMINAL DAMAGE;TO VEHICLE;STREET;?;0;?;16.0;?
033XX W MONROE ST;2024;NARCOTICS;POSS: HEROIN(WHITE);STREET;1;?;11.0;?;27.0
055XX S BISHOP ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;?;0;?;?;?;?
?;?;NARCOTICS;MANU/DEL:CANNABIS 10GM OR LESS;SIDEWALK;1;0;10.0;24.0;29.0
?;031A;ROBBERY;ARMED: HANDGUN;?;0;0;?;28.0;26.0
048XX S LAMON AVE;?;NARCOTICS;?;?;1;?;8.0;?;56.0
076XX S PHILLIPS AVE;?;CRIMINAL TRESPASS;TO RESIDENCE;?;1;?;4.0;7.0;43.0
?;?;OTHER OFFENSE;SEX OFFENDER: FAIL TO REGISTER;?;?;0;?;15.0;66.0
040XX S ELLIS AVE;?;ASSAULT;SIMPLE;APARTMENT;?;?;2.0;4.0;?
021XX W 64TH ST;041A;?;AGGRAVATED: HANDGUN;SIDEWALK;?;?;7.0;?;67.0
0000X S STATE ST;?;THEFT;FROM BUILDING;SMALL RETAIL STORE;?;?;1.0;42.0;?
110XX S HALSTED ST;0470;PUBLIC PEACE VIOLATION;RECKLESS CONDUCT;?;1;?;22.0;34.0;49.0
?;?;ROBBERY;?;ALLEY;?;?;9.0;?;?
076XX S ST LAWRENCE AVE;1310;?;TO PROPERTY;?;?;0;6.0;?;?
050XX S WESTERN AVE;031A;ROBBERY;?;CTA BUS STOP;0;0;9.0;?;63.0
014XX N SEDGWICK ST;1365;CRIMINAL TRESPASS;?;RESIDENCE;1;0;18.0;27.0;8.0
014XX W CHICAGO AVE;0890;THEFT;FROM BUILDING;BAR OR TAVERN;0;?;12.0;27.0;?
?;0460;BATTERY;SIMPLE;?;1;0;12.0;25.0;?
052XX W DIVERSEY AVE;?;MOTOR VEHICLE THEFT;AUTOMOBILE;?;?;?;25.0;?;19.0
010XX W 103RD PL;0820;?;$500 AND UNDER;OTHER;0;?;?;34.0;73.0
017XX N KEYSTONE AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;0;?;25.0;?;?
065XX S PULASKI RD;?;THEFT;RETAIL THEFT;SMALL RETAIL STORE;0;?;8.0;13.0;?
076XX S CICERO AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;PARKING LOT/GARAGE(NON.RESID.);?;0;8.0;13.0;65.0
004XX N STATE ST;1150;DECEPTIVE PRACTICE;?;SIDEWALK;0;0;18.0;42.0;8.0
024XX W BELMONT AVE;0555;ASSAULT;AGG PRO.EMP: HANDGUN;?;0;0;19.0;47.0;5.0
063XX S DR MARTIN LUTHER KING JR DR;1330;CRIMINAL TRESPASS;TO LAND;RESIDENCE PORCH/HALLWAY;1;0;?;?;?
110XX S VERNON AVE;3731;?;?;?;1;0;5.0;9.0;49.0
010XX N HAMLIN AVE;0820;THEFT;?;STREET;?;0;11.0;27.0;23.0
053XX S CICERO AVE;0560;ASSAULT;SIMPLE;WAREHOUSE;0;0;8.0;23.0;56.0
?;1780;OFFENSE INVOLVING CHILDREN;OTHER OFFENSE;SCHOOL PUBLIC BUILDING;0;0;?;?;42.0
?;0486;?;DOMESTIC BATTERY SIMPLE;OTHER;0;?;15.0;?;25.0
?;031A;ROBBERY;?;STREET;?;0;9.0;?;60.0
024XX W HURON ST;0610;BURGLARY;FORCIBLE ENTRY;RESIDENCE;0;0;12.0;?;24.0
070XX N GLENWOOD AVE;0610;BURGLARY;?;RESTAURANT;?;?;24.0;49.0;1.0
054XX N CUMBERLAND AVE;0820;THEFT;$500 AND UNDER;STREET;0;0;?;41.0;76.0
?;?;?;TO VEHICLE;STREET;0;?;12.0;27.0;24.0
089XX S HARPER AVE;033A;ROBBERY;ATTEMPT: ARMED-HANDGUN;?;0;0;4.0;?;48.0
