004XX N WABASH AVE;?;BATTERY;SIMPLE;RESIDENCE;?;0;18.0;42.0;8.0
016XX W HOWARD ST;1310;CRIMINAL DAMAGE;TO PROPERTY;SMALL RETAIL STORE;0;0;24.0;49.0;1.0
012XX N CENTRAL AVE;?;ASSAULT;SIMPLE;?;0;?;?;37.0;?
?;4651;OTHER OFFENSE;?;APARTMENT;0;0;9.0;11.0;?
016XX W CHASE AVE;0890;?;FROM BUILDING;OTHER;0;?;24.0;49.0;1.0
031XX W MEDILL AVE;?;BURGLARY;UNLAWFUL ENTRY;OTHER;0;0;14.0;?;22.0
023XX E 68TH ST;0820;THEFT;?;STREET;?;0;?;5.0;43.0
048XX N AUSTIN AVE;0820;THEFT;$500 AND UNDER;PARKING LOT/GARAGE(NON.RESID.);0;0;16.0;38.0;15.0
056XX N SPAULDING AVE;0820;THEFT;$500 AND UNDER;OTHER;0;?;17.0;40.0;13.0
040XX W NORTH AVE;0610;BURGLARY;FORCIBLE ENTRY;OTHER;0;0;25.0;?;23.0
?;1150;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;?;0;0;14.0;1.0;24.0
013XX W IRVING PARK RD;?;ASSAULT;SIMPLE;RESTAURANT;1;0;19.0;47.0;6.0
063XX S DR MARTIN LUTHER KING JR DR;0320;?;STRONGARM - NO WEAPON;SIDEWALK;0;0;3.0;20.0;?
100XX W OHARE ST;2850;PUBLIC PEACE VIOLATION;BOMB THREAT;AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA;0;0;16.0;?;76.0
?;0486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;0;1;?;?;44.0
061XX S ABERDEEN ST;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;0;0;?;16.0;?
033XX W MONROE ST;?;?;POSS: HEROIN(WHITE);?;1;0;11.0;28.0;27.0
055XX S BISHOP ST;0486;BATTERY;?;ANIMAL HOSPITAL;?;1;7.0;16.0;67.0
038XX W ROOSEVELT RD;1821;NARCOTICS;MANU/DEL:CANNABIS 10GM OR LESS;SIDEWALK;1;0;?;24.0;29.0
038XX W WASHINGTON BLVD;031A;ROBBERY;ARMED: HANDGUN;SIDEWALK;0;0;11.0;28.0;26.0
048XX S LAMON AVE;2024;NARCOTICS;POSS: HEROIN(WHITE);SIDEWALK;1;0;?;?;56.0
076XX S PHILLIPS AVE;1365;CRIMINAL TRESPASS;TO RESIDENCE;RESIDENCE;?;0;4.0;7.0;43.0
027XX W 68TH ST;4650;OTHER OFFENSE;SEX OFFENDER: FAIL TO REGISTER;HOSPITAL BUILDING/GROUNDS;1;0;?;15.0;66.0
?;0560;ASSAULT;SIMPLE;APARTMENT;0;1;2.0;4.0;36.0
021XX W 64TH ST;041A;BATTERY;?;SIDEWALK;?;?;7.0;15.0;67.0
?;0890;?;FROM BUILDING;?;0;0;1.0;42.0;32.0
