004XX N WABASH AVE;0460;?;SIMPLE;?;0;?;18.0;42.0;8.0
016XX W HOWARD ST;?;CRIMINAL DAMAGE;TO PROPERTY;SMALL RETAIL STORE;0;?;?;49.0;?
012XX N CENTRAL AVE;?;ASSAULT;SIMPLE;GAS STATION;0;0;25.0;37.0;?
?;4651;OTHER OFFENSE;?;APARTMENT;?;0;9.0;11.0;?
?;?;THEFT;?;OTHER;0;0;?;49.0;?
031XX W MEDILL AVE;0620;?;UNLAWFUL ENTRY;?;0;?;?;?;22.0
023XX E 68TH ST;0820;THEFT;?;STREET;?;0;?;?;?
048XX N AUSTIN AVE;?;THEFT;$500 AND UNDER;PARKING LOT/GARAGE(NON.RESID.);0;?;16.0;38.0;15.0
?;?;?;$500 AND UNDER;OTHER;0;0;17.0;40.0;?
?;?;BURGLARY;FORCIBLE ENTRY;?;?;?;25.0;?;23.0
015XX N ASHLAND AVE;1150;?;CREDIT CARD FRAUD;OTHER;?;?;?;1.0;24.0
?;?;?;?;?;1;?;19.0;47.0;?
063XX S DR MARTIN LUTHER KING JR DR;0320;?;?;SIDEWALK;?;0;3.0;20.0;?
100XX W OHARE ST;?;PUBLIC PEACE VIOLATION;BOMB THREAT;?;0;0;16.0;?;76.0
?;0486;?;DOMESTIC BATTERY SIMPLE;RESIDENCE;?;1;6.0;6.0;44.0
?;1320;CRIMINAL DAMAGE;TO VEHICLE;?;?;0;?;16.0;?
?;2024;NARCOTICS;?;STREET;1;?;11.0;28.0;?
055XX S BISHOP ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;?;?;1;7.0;16.0;67.0
038XX W ROOSEVELT RD;?;?;MANU/DEL:CANNABIS 10GM OR LESS;?;?;?;?;24.0;?
038XX W WASHINGTON BLVD;031A;ROBBERY;ARMED: HANDGUN;SIDEWALK;0;0;?;28.0;?
048XX S LAMON AVE;2024;?;POSS: HEROIN(WHITE);SIDEWALK;?;?;?;?;56.0
076XX S PHILLIPS AVE;1365;CRIMINAL TRESPASS;TO RESIDENCE;RESIDENCE;1;?;4.0;7.0;43.0
027XX W 68TH ST;?;OTHER OFFENSE;?;?;1;?;8.0;?;66.0
040XX S ELLIS AVE;?;ASSAULT;?;APARTMENT;0;1;2.0;4.0;36.0
?;?;?;?;?;?;0;7.0;?;67.0
0000X S STATE ST;0890;?;FROM BUILDING;SMALL RETAIL STORE;?;0;1.0;42.0;?
?;?;PUBLIC PEACE VIOLATION;RECKLESS CONDUCT;CURRENCY EXCHANGE;1;?;?;34.0;?
?;0340;ROBBERY;?;?;0;?;?;11.0;?
?;1310;CRIMINAL DAMAGE;TO PROPERTY;?;?;?;?;?;69.0
?;?;?;ARMED: HANDGUN;CTA BUS STOP;0;?;9.0;?;63.0
014XX N SEDGWICK ST;1365;CRIMINAL TRESPASS;?;?;1;?;?;27.0;?
014XX W CHICAGO AVE;0890;THEFT;FROM BUILDING;?;0;?;?;27.0;24.0
?;0460;?;?;OTHER;?;0;12.0;?;31.0
052XX W DIVERSEY AVE;0910;?;?;PARKING LOT/GARAGE(NON.RESID.);0;0;?;?;?
?;?;?;$500 AND UNDER;?;0;?;22.0;?;73.0
?;?;CRIMINAL DAMAGE;TO VEHICLE;?;?;0;25.0;30.0;20.0
065XX S PULASKI RD;0860;THEFT;?;SMALL RETAIL STORE;?;?;8.0;?;65.0
?;1320;CRIMINAL DAMAGE;TO VEHICLE;PARKING LOT/GARAGE(NON.RESID.);?;0;?;13.0;?
004XX N STATE ST;?;?;CREDIT CARD FRAUD;?;0;?;?;?;8.0
?;?;?;AGG PRO.EMP: HANDGUN;POLICE FACILITY/VEH PARKING LOT;0;0;19.0;?;?
?;1330;CRIMINAL TRESPASS;?;RESIDENCE PORCH/HALLWAY;1;0;3.0;20.0;69.0
?;3731;INTERFERENCE WITH PUBLIC OFFICER;OBSTRUCTING IDENTIFICATION;STREET;1;0;?;9.0;49.0
010XX N HAMLIN AVE;0820;?;$500 AND UNDER;?;0;?;?;27.0;23.0
?;?;ASSAULT;SIMPLE;?;?;0;8.0;23.0;?
062XX S STONY ISLAND AVE;1780;OFFENSE INVOLVING CHILDREN;OTHER OFFENSE;?;0;0;3.0;?;?
?;?;BATTERY;?;OTHER;0;1;?;?;25.0
031XX S LOWE AVE;?;ROBBERY;ARMED: HANDGUN;STREET;0;0;9.0;11.0;60.0
024XX W HURON ST;0610;?;FORCIBLE ENTRY;?;0;?;12.0;1.0;24.0
070XX N GLENWOOD AVE;?;BURGLARY;?;?;0;0;24.0;49.0;1.0
054XX N CUMBERLAND AVE;0820;THEFT;$500 AND UNDER;?;?;0;16.0;41.0;?
005XX N RACINE AVE;1320;?;TO VEHICLE;STREET;0;?;12.0;?;?
089XX S HARPER AVE;?;ROBBERY;ATTEMPT: ARMED-HANDGUN;STREET;0;?;4.0;8.0;?
036XX W 26TH ST;0860;THEFT;?;SMALL RETAIL STORE;?;0;10.0;?;?
002XX S STATE ST;?;INTERFERENCE WITH PUBLIC OFFICER;RESIST/OBSTRUCT/DISARM OFFICER;CTA STATION;?;0;?;42.0;32.0
063XX S KIMBARK AVE;?;ROBBERY;?;?;0;?;3.0;20.0;?
043XX S ST LOUIS AVE;?;BURGLARY;FORCIBLE ENTRY;RESIDENCE-GARAGE;0;0;?;14.0;58.0
?;0610;BURGLARY;?;OTHER;0;0;7.0;?;?
?;?;CRIMINAL TRESPASS;?;?;?;?;15.0;28.0;?
?;?;?;?;STREET;?;0;?;29.0;?
045XX S ROCKWELL ST;?;THEFT;OVER $500;VEHICLE NON-COMMERCIAL;0;0;?;12.0;58.0
033XX W MAYPOLE AVE;2825;OTHER OFFENSE;?;?;0;?;?;?;?
?;0486;BATTERY;?;STREET;?;?;?;27.0;28.0
063XX W BELMONT AVE;?;BATTERY;SIMPLE;ALLEY;?;?;16.0;?;?
?;4651;OTHER OFFENSE;?;?;0;0;3.0;6.0;?
010XX E 73RD ST;1310;?;TO PROPERTY;APARTMENT;?;?;3.0;5.0;69.0
121XX S PARNELL AVE;2826;OTHER OFFENSE;?;RESIDENCE;0;1;5.0;34.0;53.0
098XX S PARNELL AVE;2023;NARCOTICS;POSS: HEROIN(BRN/TAN);STREET;?;?;22.0;21.0;73.0
004XX S STATE ST;0810;?;?;LIBRARY;?;?;?;2.0;32.0
096XX S CARPENTER ST;143B;?;?;STREET;1;0;22.0;21.0;73.0
?;0460;BATTERY;?;?;0;?;12.0;2.0;28.0
014XX W DIVISION ST;1150;?;CREDIT CARD FRAUD;PARKING LOT/GARAGE(NON.RESID.);?;?;14.0;1.0;24.0
083XX S ASHLAND AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;?;0;0;6.0;21.0;71.0
025XX S CALIFORNIA AVE;?;CRIMINAL TRESPASS;?;?;?;0;?;?;?
?;?;ROBBERY;ARMED: HANDGUN;ALLEY;0;0;4.0;8.0;?
004XX S CLINTON ST;0810;?;OVER $500;CTA PLATFORM;0;0;1.0;2.0;?
?;?;?;POCKET-PICKING;SIDEWALK;0;0;?;42.0;8.0
?;?;CRIMINAL DAMAGE;?;PARKING LOT/GARAGE(NON.RESID.);?;0;?;2.0;32.0
?;?;ASSAULT;SIMPLE;?;?;?;15.0;?;25.0
?;0560;?;?;STREET;?;0;?;?;48.0
?;?;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;0;1;3.0;7.0;43.0
056XX W BLOOMINGDALE AVE;?;?;OVER $500;?;0;0;25.0;29.0;25.0
030XX W HARRISON ST;0820;?;$500 AND UNDER;STREET;0;0;?;28.0;?
084XX S DREXEL AVE;2820;OTHER OFFENSE;?;RESIDENCE;0;?;6.0;8.0;44.0
?;031A;?;?;SIDEWALK;?;?;12.0;2.0;?
049XX W OHIO ST;0460;BATTERY;?;APARTMENT;?;0;15.0;?;25.0
042XX W WALTON ST;?;THEFT;$500 AND UNDER;RESIDENCE;?;0;11.0;?;?
018XX S RUBLE ST;0460;?;?;?;0;?;12.0;25.0;31.0
021XX W COULTER ST;?;NARCOTICS;?;?;1;0;10.0;25.0;31.0
009XX N LA SALLE DR;1150;?;CREDIT CARD FRAUD;?;?;?;18.0;42.0;?
012XX N HOMAN AVE;0460;BATTERY;SIMPLE;FACTORY/MANUFACTURING BUILDING;0;0;14.0;26.0;23.0
114XX S FOREST AVE;0486;?;DOMESTIC BATTERY SIMPLE;RESIDENCE;0;?;5.0;?;?
?;?;BATTERY;SIMPLE;?;?;?;24.0;49.0;1.0
?;?;DECEPTIVE PRACTICE;FRAUD OR CONFIDENCE GAME;BANK;?;0;4.0;10.0;?
?;?;OTHER OFFENSE;?;OTHER;0;?;6.0;?;44.0
050XX N WINTHROP AVE;?;ASSAULT;?;?;0;?;20.0;?;3.0
?;?;ROBBERY;ARMED: HANDGUN;?;0;0;?;?;46.0
?;0610;BURGLARY;?;TAVERN/LIQUOR STORE;0;0;?;?;?
001XX N ELIZABETH ST;0810;?;OVER $500;STREET;?;0;12.0;27.0;28.0
044XX N DAMEN AVE;0560;ASSAULT;SIMPLE;OTHER;0;?;19.0;47.0;4.0
?;0810;THEFT;?;NURSING HOME/RETIREMENT HOME;0;?;17.0;39.0;14.0
?;?;BATTERY;AGGRAVATED:KNIFE/CUTTING INSTR;?;0;0;25.0;26.0;?
034XX N NAGLE AVE;0810;THEFT;OVER $500;STREET;?;?;?;36.0;?
046XX S MICHIGAN AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;PARKING LOT/GARAGE(NON.RESID.);0;0;2.0;3.0;?
?;0820;?;$500 AND UNDER;APARTMENT;?;1;11.0;28.0;27.0
?;0820;THEFT;$500 AND UNDER;?;0;0;?;43.0;7.0
?;?;THEFT;?;?;0;?;19.0;44.0;?
064XX N PAULINA ST;0910;MOTOR VEHICLE THEFT;?;STREET;?;?;?;?;?
?;?;?;?;?;1;?;?;34.0;?
?;2826;?;?;RESIDENCE;0;0;?;?;?
077XX S PHILLIPS AVE;0330;?;?;SIDEWALK;0;?;?;7.0;43.0
?;0820;THEFT;$500 AND UNDER;?;?;0;4.0;?;51.0
076XX N ROGERS AVE;0810;THEFT;?;STREET;0;?;24.0;?;?
?;0560;ASSAULT;?;APARTMENT;0;?;?;?;?
076XX S COLES AVE;0820;THEFT;?;OTHER;0;0;4.0;7.0;?
077XX S SPAULDING AVE;?;?;?;STREET;0;0;8.0;18.0;70.0
?;0486;?;DOMESTIC BATTERY SIMPLE;STREET;?;1;7.0;17.0;67.0
015XX N MILWAUKEE AVE;0810;?;OVER $500;STREET;0;0;?;1.0;?
031XX W DOUGLAS BLVD;?;BATTERY;?;STREET;0;1;?;24.0;29.0
?;0910;MOTOR VEHICLE THEFT;?;RESIDENCE;?;?;15.0;?;25.0
003XX S CAMPBELL AVE;?;MOTOR VEHICLE THEFT;?;?;?;?;?;?;28.0
?;?;THEFT;?;BAR OR TAVERN;0;?;12.0;25.0;31.0
012XX S KOLIN AVE;?;?;?;?;?;1;10.0;24.0;29.0
090XX S DAUPHIN AVE;0820;THEFT;?;APARTMENT;0;1;6.0;8.0;44.0
?;?;?;UNLAWFUL USE HANDGUN;?;?;0;20.0;40.0;?
0000X W CHECKPOINT 7A ST;?;?;?;?;0;?;16.0;41.0;76.0
?;?;BATTERY;AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST;RESIDENCE;0;?;9.0;16.0;?
?;0620;?;UNLAWFUL ENTRY;RESIDENCE;?;0;25.0;31.0;?
?;1811;NARCOTICS;POSS: CANNABIS 30GMS OR LESS;?;?;?;?;15.0;?
030XX S UNION AVE;2820;?;TELEPHONE THREAT;?;?;0;9.0;11.0;60.0
067XX S PEORIA ST;?;?;AUTOMOBILE;?;0;0;7.0;17.0;68.0
078XX S DREXEL AVE;1154;DECEPTIVE PRACTICE;?;RESIDENCE;?;?;?;?;69.0
?;0820;THEFT;$500 AND UNDER;AIRCRAFT;0;?;16.0;41.0;76.0
?;0560;?;SIMPLE;?;?;0;?;?;?
026XX E 79TH ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;SIDEWALK;?;1;4.0;?;?
093XX S LOOMIS ST;2820;OTHER OFFENSE;TELEPHONE THREAT;?;0;1;22.0;?;73.0
048XX N BROADWAY;?;THEFT;$500 AND UNDER;OTHER;1;?;20.0;48.0;3.0
069XX S JUSTINE ST;2024;NARCOTICS;POSS: HEROIN(WHITE);STREET;?;?;7.0;17.0;67.0
?;1153;?;FINANCIAL IDENTITY THEFT OVER $ 300;RESIDENCE;0;?;5.0;?;53.0
075XX N PAULINA ST;1210;?;?;?;0;0;?;49.0;1.0
051XX S CICERO AVE;0312;ROBBERY;?;SMALL RETAIL STORE;0;?;8.0;23.0;56.0
?;?;BATTERY;PRO EMP HANDS NO/MIN INJURY;SCHOOL PUBLIC BUILDING;0;?;1.0;3.0;?
0000X W HUBBARD ST;0460;?;SIMPLE;?;1;?;?;42.0;?
?;?;?;?;TAVERN/LIQUOR STORE;0;0;4.0;7.0;?
041XX W MAYPOLE AVE;031A;ROBBERY;ARMED: HANDGUN;ALLEY;0;0;11.0;28.0;26.0
?;0560;ASSAULT;?;APARTMENT;1;1;?;25.0;31.0
?;1811;?;POSS: CANNABIS 30GMS OR LESS;?;?;?;15.0;28.0;?
016XX N MILWAUKEE AVE;0810;?;?;?;?;?;?;32.0;24.0
?;0860;THEFT;?;?;0;0;18.0;?;?
024XX W WINNEMAC AVE;0890;?;FROM BUILDING;?;?;?;?;?;4.0
?;?;?;SIMPLE;?;?;?;?;?;47.0
?;?;ASSAULT;AGGRAVATED: HANDGUN;?;0;?;7.0;17.0;67.0
088XX S WOOD ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;ALLEY;0;1;?;?;?
?;?;MOTOR VEHICLE THEFT;?;?;1;0;?;?;58.0
010XX N FRANCISCO AVE;0890;THEFT;?;HOSPITAL BUILDING/GROUNDS;0;?;12.0;26.0;?
073XX S YATES BLVD;4387;OTHER OFFENSE;?;APARTMENT;1;1;3.0;7.0;43.0
001XX N SANGAMON ST;0910;?;?;STREET;?;?;12.0;?;28.0
?;?;ASSAULT;?;STREET;0;?;?;?;?
?;0430;?;AGGRAVATED: OTHER DANG WEAPON;BAR OR TAVERN;1;0;10.0;25.0;?
010XX W ADDISON ST;0820;?;$500 AND UNDER;PARKING LOT/GARAGE(NON.RESID.);0;?;19.0;44.0;6.0
