004XX N WABASH AVE;0460;BATTERY;?;RESIDENCE;0;0;18.0;42.0;8.0
016XX W HOWARD ST;1310;?;?;SMALL RETAIL STORE;?;?;24.0;49.0;?
?;?;ASSAULT;SIMPLE;GAS STATION;?;?;25.0;?;25.0
?;?;OTHER OFFENSE;SEX OFFENDER: FAIL REG NEW ADD;APARTMENT;0;0;9.0;11.0;60.0
?;0890;THEFT;FROM BUILDING;OTHER;0;0;?;49.0;1.0
?;?;BURGLARY;?;OTHER;?;0;14.0;26.0;22.0
023XX E 68TH ST;0820;?;?;?;0;0;?;5.0;?
048XX N AUSTIN AVE;?;THEFT;$500 AND UNDER;?;0;0;16.0;38.0;15.0
?;0820;THEFT;?;?;0;?;?;40.0;?
040XX W NORTH AVE;0610;?;FORCIBLE ENTRY;OTHER;0;?;25.0;?;23.0
?;1150;?;CREDIT CARD FRAUD;OTHER;0;0;?;?;24.0
013XX W IRVING PARK RD;0560;ASSAULT;SIMPLE;RESTAURANT;1;0;?;?;6.0
?;0320;ROBBERY;?;SIDEWALK;?;0;?;20.0;69.0
?;2850;?;BOMB THREAT;AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA;0;0;16.0;41.0;76.0
080XX S EVANS AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;?;0;1;6.0;?;?
?;1320;CRIMINAL DAMAGE;?;STREET;0;0;7.0;?;?
033XX W MONROE ST;2024;NARCOTICS;POSS: HEROIN(WHITE);STREET;1;0;11.0;28.0;27.0
055XX S BISHOP ST;?;?;DOMESTIC BATTERY SIMPLE;ANIMAL HOSPITAL;?;1;?;16.0;67.0
038XX W ROOSEVELT RD;?;NARCOTICS;MANU/DEL:CANNABIS 10GM OR LESS;SIDEWALK;1;0;?;24.0;29.0
038XX W WASHINGTON BLVD;031A;ROBBERY;ARMED: HANDGUN;SIDEWALK;0;0;11.0;28.0;26.0
048XX S LAMON AVE;?;NARCOTICS;POSS: HEROIN(WHITE);SIDEWALK;1;0;?;?;56.0
?;1365;CRIMINAL TRESPASS;?;?;1;?;4.0;7.0;43.0
027XX W 68TH ST;?;OTHER OFFENSE;SEX OFFENDER: FAIL TO REGISTER;?;1;0;8.0;15.0;66.0
040XX S ELLIS AVE;0560;ASSAULT;?;APARTMENT;?;1;?;4.0;36.0
021XX W 64TH ST;041A;?;AGGRAVATED: HANDGUN;SIDEWALK;0;0;?;15.0;?
0000X S STATE ST;?;?;FROM BUILDING;SMALL RETAIL STORE;?;0;1.0;?;32.0
110XX S HALSTED ST;?;?;RECKLESS CONDUCT;CURRENCY EXCHANGE;1;0;?;34.0;49.0
002XX W 31ST ST;0340;ROBBERY;ATTEMPT: STRONGARM-NO WEAPON;ALLEY;0;0;9.0;11.0;34.0
076XX S ST LAWRENCE AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE PORCH/HALLWAY;0;?;?;6.0;69.0
050XX S WESTERN AVE;031A;ROBBERY;ARMED: HANDGUN;CTA BUS STOP;?;0;9.0;?;?
?;1365;CRIMINAL TRESPASS;?;?;1;?;18.0;27.0;8.0
014XX W CHICAGO AVE;?;THEFT;FROM BUILDING;BAR OR TAVERN;?;0;12.0;?;?
?;0460;?;SIMPLE;OTHER;?;?;12.0;25.0;?
052XX W DIVERSEY AVE;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;PARKING LOT/GARAGE(NON.RESID.);0;0;25.0;31.0;19.0
010XX W 103RD PL;?;THEFT;$500 AND UNDER;?;?;0;22.0;?;73.0
?;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;0;0;25.0;30.0;20.0
065XX S PULASKI RD;0860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;0;0;8.0;13.0;65.0
076XX S CICERO AVE;?;CRIMINAL DAMAGE;TO VEHICLE;PARKING LOT/GARAGE(NON.RESID.);?;0;?;13.0;65.0
?;1150;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;SIDEWALK;?;0;18.0;?;?
024XX W BELMONT AVE;0555;?;AGG PRO.EMP: HANDGUN;POLICE FACILITY/VEH PARKING LOT;0;0;19.0;47.0;5.0
063XX S DR MARTIN LUTHER KING JR DR;?;CRIMINAL TRESPASS;TO LAND;RESIDENCE PORCH/HALLWAY;?;0;3.0;?;?
110XX S VERNON AVE;?;?;OBSTRUCTING IDENTIFICATION;STREET;1;?;5.0;9.0;?
010XX N HAMLIN AVE;0820;THEFT;$500 AND UNDER;?;0;0;?;?;23.0
053XX S CICERO AVE;?;ASSAULT;?;WAREHOUSE;0;0;8.0;23.0;?
062XX S STONY ISLAND AVE;1780;OFFENSE INVOLVING CHILDREN;?;SCHOOL PUBLIC BUILDING;0;0;3.0;?;42.0
001XX N WALLER AVE;?;?;DOMESTIC BATTERY SIMPLE;OTHER;?;?;15.0;29.0;25.0
?;031A;ROBBERY;ARMED: HANDGUN;?;0;0;?;11.0;60.0
024XX W HURON ST;0610;?;FORCIBLE ENTRY;RESIDENCE;0;0;12.0;1.0;?
070XX N GLENWOOD AVE;0610;BURGLARY;FORCIBLE ENTRY;RESTAURANT;0;?;?;49.0;?
054XX N CUMBERLAND AVE;0820;THEFT;$500 AND UNDER;STREET;?;0;16.0;41.0;76.0
005XX N RACINE AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;?;0;12.0;27.0;?
089XX S HARPER AVE;033A;ROBBERY;ATTEMPT: ARMED-HANDGUN;?;?;0;?;8.0;?
036XX W 26TH ST;0860;THEFT;?;SMALL RETAIL STORE;0;0;10.0;22.0;30.0
?;3710;?;RESIST/OBSTRUCT/DISARM OFFICER;CTA STATION;1;0;1.0;42.0;32.0
063XX S KIMBARK AVE;?;ROBBERY;?;SIDEWALK;?;0;?;20.0;42.0
043XX S ST LOUIS AVE;0610;BURGLARY;FORCIBLE ENTRY;?;0;?;?;14.0;58.0
?;?;BURGLARY;FORCIBLE ENTRY;?;?;0;7.0;6.0;?
003XX N CENTRAL AVE;?;?;TO LAND;APARTMENT;1;0;15.0;28.0;25.0
?;031A;ROBBERY;?;STREET;?;?;?;29.0;?
?;0810;THEFT;OVER $500;VEHICLE NON-COMMERCIAL;0;0;9.0;?;58.0
033XX W MAYPOLE AVE;2825;OTHER OFFENSE;HARASSMENT BY TELEPHONE;APARTMENT;?;0;11.0;28.0;27.0
0000X N HALSTED ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;?;?;1;?;?;28.0
063XX W BELMONT AVE;0460;BATTERY;SIMPLE;ALLEY;?;0;?;36.0;?
0000X E 74TH ST;4651;OTHER OFFENSE;SEX OFFENDER: FAIL REG NEW ADD;APARTMENT;0;0;3.0;6.0;69.0
010XX E 73RD ST;?;CRIMINAL DAMAGE;TO PROPERTY;APARTMENT;0;1;3.0;5.0;?
121XX S PARNELL AVE;2826;OTHER OFFENSE;?;RESIDENCE;?;?;5.0;?;53.0
098XX S PARNELL AVE;?;NARCOTICS;POSS: HEROIN(BRN/TAN);STREET;?;0;?;21.0;73.0
004XX S STATE ST;0810;THEFT;?;LIBRARY;0;0;?;2.0;?
?;?;WEAPONS VIOLATION;UNLAWFUL POSS OTHER FIREARM;?;1;?;22.0;?;73.0
010XX S HAMILTON AVE;0460;BATTERY;SIMPLE;PARKING LOT/GARAGE(NON.RESID.);0;?;?;2.0;?
014XX W DIVISION ST;1150;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;PARKING LOT/GARAGE(NON.RESID.);?;0;14.0;1.0;24.0
083XX S ASHLAND AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;RESTAURANT;0;0;6.0;21.0;71.0
025XX S CALIFORNIA AVE;1330;CRIMINAL TRESPASS;TO LAND;?;0;?;10.0;12.0;?
?;031A;ROBBERY;ARMED: HANDGUN;ALLEY;0;0;?;?;?
004XX S CLINTON ST;?;THEFT;?;CTA PLATFORM;0;0;?;2.0;?
004XX N STATE ST;0870;THEFT;POCKET-PICKING;SIDEWALK;0;0;18.0;?;?
001XX W ROOSEVELT RD;1320;CRIMINAL DAMAGE;TO VEHICLE;PARKING LOT/GARAGE(NON.RESID.);?;0;1.0;2.0;32.0
?;0560;ASSAULT;SIMPLE;VEHICLE NON-COMMERCIAL;1;1;?;?;25.0
092XX S ANTHONY AVE;0560;ASSAULT;?;STREET;0;0;4.0;?;?
073XX S COLES AVE;?;BATTERY;?;RESIDENCE;0;1;?;7.0;43.0
?;0810;THEFT;OVER $500;?;0;0;25.0;29.0;25.0
030XX W HARRISON ST;0820;THEFT;?;STREET;?;0;11.0;28.0;?
084XX S DREXEL AVE;2820;OTHER OFFENSE;TELEPHONE THREAT;?;?;?;6.0;8.0;44.0
?;031A;?;ARMED: HANDGUN;SIDEWALK;?;0;12.0;2.0;?
049XX W OHIO ST;?;BATTERY;SIMPLE;?;?;0;15.0;37.0;25.0
?;?;THEFT;$500 AND UNDER;RESIDENCE;0;?;?;37.0;23.0
018XX S RUBLE ST;?;?;SIMPLE;GAS STATION;0;?;?;25.0;31.0
021XX W COULTER ST;?;?;?;RESIDENCE;1;0;10.0;?;31.0
?;1150;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;?;0;0;18.0;42.0;8.0
012XX N HOMAN AVE;0460;BATTERY;SIMPLE;?;0;0;14.0;26.0;?
114XX S FOREST AVE;0486;BATTERY;?;RESIDENCE;0;?;5.0;?;49.0
073XX N WINCHESTER AVE;0460;BATTERY;SIMPLE;?;?;0;24.0;49.0;1.0
030XX E 92ND ST;1130;DECEPTIVE PRACTICE;FRAUD OR CONFIDENCE GAME;BANK;1;0;4.0;10.0;46.0
004XX E 81ST ST;2820;OTHER OFFENSE;TELEPHONE THREAT;OTHER;?;?;?;?;44.0
?;?;?;SIMPLE;?;?;0;?;48.0;3.0
084XX S BUFFALO AVE;?;ROBBERY;ARMED: HANDGUN;SIDEWALK;0;0;?;10.0;?
001XX W 103RD ST;0610;?;?;TAVERN/LIQUOR STORE;0;0;5.0;?;?
?;?;THEFT;?;STREET;0;0;12.0;?;28.0
?;0560;ASSAULT;SIMPLE;OTHER;0;?;?;?;4.0
?;0810;THEFT;OVER $500;?;0;0;?;39.0;?
018XX N LAWNDALE AVE;?;?;?;?;?;?;25.0;26.0;?
?;?;THEFT;?;?;0;0;16.0;36.0;?
046XX S MICHIGAN AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;PARKING LOT/GARAGE(NON.RESID.);0;0;2.0;3.0;38.0
033XX W MAYPOLE AVE;0820;THEFT;?;?;0;?;?;28.0;?
022XX N LINCOLN AVE;?;?;?;SIDEWALK;0;?;?;?;7.0
039XX N SHERIDAN RD;0820;?;$500 AND UNDER;CTA STATION;0;0;?;?;6.0
064XX N PAULINA ST;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;?;?;0;24.0;40.0;?
